









Frequency of observations in the selected location(s).:
Number of taxa: 	547

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Short-billed Dowitcher	3.65E-4	5.872E-4	0.0	0.0	0.0010957	0.0	8.395E-4	0.0020053	4.027E-4	8.677E-4	3.867E-4	5.352E-4	3.74E-4	3.337E-4	0.00269	0.0187997	0.0507513	0.1035975	0.1380525	0.065133	0.0219473	0.0074219	9.242E-4	0.002693	0.0221266	0.1304083	0.1661402	0.1902419	0.2408628	0.2519001	0.1974596	0.1625315	0.101856	0.1045987	0.084238	0.0758082	0.0648019	0.04971	0.0286976	0.0185497	0.0020186	0.005456	8.029E-4	9.083E-4	9.091E-4	7.779E-4	0.0	4.462E-4	
Long-billed Dowitcher	0.0034678	0.0017616	5.635E-4	0.0099811	0.0043828	0.0011908	0.001469	0.0046791	0.0020137	0.0013015	3.867E-4	0.0029435	0.0	6.673E-4	6.725E-4	7.231E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.094E-4	0.0	8.2E-4	0.0	0.0	5.774E-4	0.0010787	9.054E-4	9.017E-4	4.342E-4	0.0015	9.324E-4	4.143E-4	4.415E-4	0.0023609	0.0024223	0.0015588	0.0	0.001211	0.005	0.0015	6.598E-4	2.231E-4	
Short-billed/Long-billed Dowitcher	0.0	0.0	0.0	0.0015	0.0	0.0	2.099E-4	0.0	0.0	8.677E-4	3.867E-4	0.0	0.0	0.0	3.362E-4	0.0012051	0.0011341	0.001082	0.0025625	5.543E-4	0.0015	3.906E-4	0.0	0.0	0.0	0.0012188	6.317E-4	0.00287	0.0029958	0.0032573	0.0040416	0.0017979	0.0036215	0.0022543	0.0017369	0.0026013	0.0032634	0.0020713	0.002649	0.0037099	0.0036334	0.0019486	0.0020072	0.001211	0.0015	0.0	3.299E-4	6.693E-4	
American Woodcock	0.0029202	5.872E-4	2.818E-4	0.0015	0.0018262	0.0011908	0.0023085	0.0086898	0.0120822	0.0173536	0.0139211	0.007225	0.0029918	0.002002	0.0020175	0.0015	0.0011341	0.0021639	0.0019218	0.0024945	3.99E-4	7.813E-4	0.0	8.977E-4	0.0	0.0012188	0.0	0.0	0.0	0.0	0.0	3.596E-4	0.0	4.509E-4	0.0	7.432E-4	0.0	4.143E-4	0.001766	0.0026981	0.0020186	0.0015588	0.0028101	0.0018165	0.0027273	0.0011669	0.0023095	0.0031236	
Wilson's Snipe	0.0040153	0.0046976	8.453E-4	0.0097114	0.004748	0.0023817	0.0025184	0.0013369	0.0036246	0.0047722	0.0069606	0.0074926	0.0056096	0.0056723	0.0036987	0.0019282	0.0017012	0.001082	0.0	5.543E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010858	0.0	7.192E-4	4.527E-4	9.017E-4	0.0	7.432E-4	0.0041958	0.0024855	0.004415	0.0077572	0.0036334	0.002728	0.0032116	9.083E-4	0.0040909	7.779E-4	0.0046189	0.002008	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017012	0.0	0.0	0.0036031	0.0043895	0.0050781	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0029958	0.0038002	5.774E-4	3.596E-4	4.527E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Red Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.906E-4	0.0	0.0	0.0	0.0341255	0.0227416	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	3.89E-4	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011341	0.0	0.0	5.543E-4	0.0019952	0.0171875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027144	0.0	0.0053937	0.0036215	4.509E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.897E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	1.825E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	0.0084358	0.0433796	0.0614011	0.0880846	0.0662417	0.0203512	0.0054687	0.0027726	0.0089767	0.0424093	0.0987203	0.144662	0.1623616	0.2073098	0.1872964	0.2020785	0.1287307	0.1072884	0.0901713	0.0560139	0.0512821	0.0223776	0.0091135	0.0075055	0.0013491	4.037E-4	0.0	0.0	3.028E-4	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002002	0.0010087	0.0147023	0.0564219	0.0457127	0.0150545	8.315E-4	0.0	0.0	0.0	0.0	0.0	0.0030469	0.0056854	0.0057401	0.0071899	0.0206298	0.02194	0.0161812	0.022182	0.0090171	0.0104212	0.0137495	0.0088578	0.0070423	0.007947	3.373E-4	4.037E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	3.65E-4	2.936E-4	0.0	2.698E-4	0.0	0.0	0.0	0.0	0.0	8.677E-4	0.0	5.352E-4	0.0014959	0.0043377	0.0211836	0.0421788	0.0555713	0.0616716	0.0265855	0.0072062	0.0059856	0.0015625	0.0018484	0.0103232	0.0344192	0.0999391	0.1604548	0.1578516	0.1797484	0.1661238	0.1616628	0.1445523	0.1140788	0.113165	0.0890143	0.0758082	0.0573427	0.0385253	0.0260486	0.0121417	0.0048446	0.0015588	0.0032116	0.0018165	0.0018182	3.89E-4	0.0	0.0013387	
Willet	5.475E-4	0.002936	2.818E-4	2.698E-4	0.0	2.977E-4	2.099E-4	0.0	8.055E-4	4.338E-4	0.0019335	5.352E-4	0.0033657	0.0036703	0.0262273	0.1190648	0.1497023	0.1839329	0.2373479	0.3240022	0.3731045	0.3660156	0.3618299	0.3541293	0.2851875	0.2961609	0.2545799	0.200492	0.1611744	0.1482085	0.1125866	0.0837828	0.0470801	0.0369702	0.0290925	0.0163508	0.0149184	0.0107705	0.0163355	0.0074199	0.0020186	0.0023383	4.014E-4	0.002422	9.091E-4	0.0	3.299E-4	2.231E-4	
Greater Yellowlegs	0.0295674	0.0296536	0.0253593	0.0391152	0.0266618	0.0208395	0.0182581	0.0260695	0.03383	0.0498915	0.0568445	0.0805459	0.1099476	0.1408075	0.1856086	0.1484695	0.1343918	0.1338923	0.1130685	0.0820399	0.0530726	0.0402344	0.0263401	0.0394973	0.0817455	0.1401584	0.2046747	0.2078721	0.2510485	0.252443	0.2540416	0.2322905	0.1878678	0.1830478	0.1541468	0.1545894	0.1501166	0.1346313	0.1302428	0.1544688	0.1118288	0.1102884	0.0923324	0.0517711	0.0413636	0.0311163	0.0283735	0.0303436	
Lesser/Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011219	6.673E-4	0.001345	0.0019282	0.0014176	0.001082	0.0016015	0.0011086	3.99E-4	0.0	9.242E-4	8.977E-4	6.146E-4	0.0012188	0.0050537	0.00369	0.0065908	0.0021716	0.0023095	0.004315	0.0031689	0.003156	0.0030395	0.0040877	0.0032634	0.001657	0.0022075	0.0030354	0.0024223	3.897E-4	4.014E-4	6.055E-4	0.0	0.0	3.299E-4	4.462E-4	
Tringa sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.146E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.0403358	0.0358191	0.035503	0.0312921	0.0230095	0.0145877	0.0096537	0.0123663	0.0100685	0.0143167	0.0065739	0.0050843	0.0011219	0.004004	0.004035	0.0053025	0.0096399	0.0540979	0.1502242	0.2114745	0.1157223	0.0386719	0.0101664	0.0040395	0.0030731	0.0060938	0.0170562	0.103731	0.1420012	0.1786102	0.1483834	0.1269328	0.0819375	0.0698828	0.0486322	0.0483092	0.0400932	0.0372825	0.0463576	0.0438449	0.0399677	0.0510522	0.0393416	0.0653951	0.0486364	0.0431739	0.0244144	0.038822	
Red Knot	0.0135061	0.016148	0.0095802	0.0083626	0.0065741	0.007145	0.0016789	0.0063503	0.0064438	0.0034707	0.0030936	0.0018732	3.74E-4	0.0013347	0.001345	0.0060255	0.0124752	0.0186638	0.0358744	0.0573725	0.0534717	0.025	0.0046211	0.0015	0.0	0.0024375	0.0107391	0.0336203	0.0329539	0.048317	0.0421478	0.0438691	0.045722	0.0527502	0.0377768	0.034188	0.030303	0.0323115	0.0384106	0.0404722	0.0444086	0.0385814	0.0272983	0.0269452	0.0177273	0.0194477	0.0039591	0.0120482	
Ruff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.429E-4	5.774E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Curlew Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0152439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043278	0.0032031	0.0	0.0	0.0	0.0083179	0.0	0.0030731	0.0018282	0.0157928	0.0057401	0.022169	0.0179153	0.0207852	0.0176196	0.0049796	0.0040577	0.006079	0.0026013	4.662E-4	0.0	0.0	0.0016863	0.0016149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.429E-4	0.0017321	0.0071917	0.0239928	0.0072137	4.342E-4	3.716E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.1129768	0.1426894	0.1445478	0.1354195	0.1263696	0.0839536	0.0516264	0.0695187	0.078534	0.0689805	0.0556845	0.0457586	0.0441286	0.0413747	0.0336247	0.0291637	0.0425291	0.0670814	0.1105061	0.1596452	0.1272945	0.090625	0.0462107	0.0224417	0.0141364	0.0286411	0.0808591	0.1496515	0.1503895	0.1742671	0.1512702	0.1269328	0.1059303	0.0946799	0.0790274	0.1014493	0.1039627	0.1006628	0.1134658	0.125801	0.1425111	0.1352299	0.135287	0.1646988	0.1309091	0.1194088	0.0765424	0.1434627	
Dunlin	0.1352437	0.144451	0.1248239	0.1159968	0.1194302	0.0771063	0.052256	0.0678476	0.0777286	0.0689805	0.062645	0.0545892	0.0493642	0.0493827	0.0477471	0.0392866	0.0479161	0.0824993	0.1374119	0.1341463	0.0299282	0.0179687	4.621E-4	0.0035907	0.0012293	0.0018282	0.0056854	0.00328	0.0053925	0.0070575	0.0057737	0.0039554	0.0054323	0.0112714	0.0147634	0.0531401	0.0923077	0.1068766	0.1439294	0.1696459	0.1735971	0.1652377	0.1641911	0.1849833	0.1613636	0.1454687	0.0801716	0.1365462	
Purple Sandpiper	0.0397883	0.0490311	0.0459284	0.0391152	0.0430972	0.0270914	0.0140609	0.0243984	0.0233588	0.0177874	0.0181748	0.0093658	0.0082274	0.0076743	0.0050437	0.0016872	0.0014176	0.0029754	0.0032031	0.0030488	0.0	0.0	4.621E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.774E-4	0.0	0.0	4.509E-4	0.0013026	3.716E-4	0.0	0.0	0.0	0.0033727	0.0088817	0.0109119	0.0160578	0.0342113	0.0345455	0.033839	0.0323326	0.0448461	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073801	0.0	5.429E-4	0.0086605	0.0061129	0.0144862	0.0130748	0.0065132	0.0052025	4.662E-4	4.143E-4	0.0	3.373E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.835E-4	0.0073032	0.0198591	0.0254989	0.0155626	0.0347656	0.0018484	0.0049372	0.0024585	0.0054845	0.0050537	0.0086101	0.0131815	0.0119435	0.0236721	0.030205	0.0199185	0.009468	0.009987	0.0037161	0.0065268	0.0028998	0.0022075	0.0010118	0.0032297	3.897E-4	4.014E-4	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.002002	0.0063887	0.0368764	0.1020697	0.1636462	0.1925048	0.1416297	0.0387071	0.0117188	0.0023105	0.0049372	0.0639213	0.2388787	0.3063803	0.2906929	0.275015	0.2557003	0.2523095	0.2250989	0.1729289	0.119477	0.0668693	0.0486808	0.0195804	0.0074565	0.007947	0.0013491	0.0020186	7.794E-4	4.014E-4	6.055E-4	0.0	7.779E-4	0.0	0.0	
Pectoral Sandpiper	1.825E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.338E-4	0.0	2.676E-4	3.74E-4	0.003003	0.0023537	9.641E-4	0.0025517	0.0032459	0.0035234	2.772E-4	0.0	0.0	4.621E-4	0.0	0.0	0.0073126	0.0240051	0.0135301	0.0257639	0.0157438	0.0230947	0.0240921	0.0158443	0.0112714	0.0095528	0.0141211	0.016317	0.0095278	0.007064	0.0043845	0.0032297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper	5.475E-4	0.0	2.818E-4	5.395E-4	0.0	0.0	0.0	0.0	0.0	4.338E-4	0.0023202	2.676E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99E-4	7.813E-4	0.0	4.488E-4	0.0015	0.0030469	0.0018951	0.00451	0.003595	0.0059718	0.0138568	0.0161812	0.0122227	0.006312	0.0043422	0.0014864	0.0055944	0.0028998	0.001766	6.745E-4	0.0024223	0.0	4.014E-4	9.083E-4	0.0013636	0.0023337	0.0	6.693E-4	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.479E-4	0.0	3.362E-4	0.0024102	0.031188	0.1073844	0.2046765	0.3054324	0.2517957	0.1367188	0.0226433	0.013465	0.0196681	0.1243144	0.2267846	0.3091431	0.3930497	0.3637351	0.3539261	0.3002517	0.2277048	0.1618575	0.0990013	0.0850985	0.0424242	0.0227838	0.011479	0.0077572	0.0032297	7.794E-4	0.0015	6.055E-4	0.0	0.0	0.0	0.0	
peep sp.	0.0	0.0	0.0	2.698E-4	0.0	2.977E-4	2.099E-4	0.0015	0.0	0.0	3.867E-4	0.0	0.0026178	0.001001	0.0030262	0.0026512	0.0056705	0.0086557	0.0144138	0.0127494	0.0099761	0.00625	0.0032348	0.0013465	0.0043024	0.0134065	0.0271636	0.0209102	0.0233673	0.0168295	0.0207852	0.0161812	0.010412	0.0081154	0.0065132	0.006689	0.002331	0.0045568	0.002649	0.0023609	0.0015	3.897E-4	0.0	3.028E-4	4.545E-4	3.89E-4	0.0	8.925E-4	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.338E-4	0.0	2.676E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	3.99E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.017E-4	0.0	3.716E-4	0.0	0.0	0.0	3.373E-4	0.0012111	0.0	4.014E-4	0.0	0.0	0.0	0.0	2.231E-4	
large shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0025552	0.0046976	0.0022542	8.093E-4	0.0014609	0.0011908	8.395E-4	0.0020053	4.027E-4	0.0017354	0.0011601	0.001338	0.0014959	0.002002	0.004035	0.0026512	0.0039694	0.0037869	0.0057655	0.0060976	0.0031923	0.0035156	4.621E-4	0.0013465	0.0018439	0.0054845	0.0069488	0.0073801	0.0047933	0.0070575	0.0069284	0.0039554	0.0063377	0.006312	0.0078159	0.0048309	0.0051282	0.0057995	0.0030905	0.0026981	0.0036334	0.002728	0.0052188	0.0045413	0.0027273	0.0027227	0.0026394	0.0029005	
Long-tailed Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	2.818E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.203E-4	8.315E-4	0.0015962	0.0035156	0.0013863	4.488E-4	0.0	0.0	0.0	8.2E-4	0.0	0.0	0.0	0.0010787	0.0027162	0.0	0.0017369	7.432E-4	9.324E-4	0.003314	0.001766	0.0033727	0.0044409	0.0023383	0.0020072	0.0021193	0.0013636	3.89E-4	0.0	2.231E-4	
Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.543E-4	0.0015	3.906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010787	9.054E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Long-tailed/Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.596E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic/Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.596E-4	4.527E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
South Polar Skua	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.192E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.596E-4	0.0	0.0	0.0	0.0	0.0	4.143E-4	0.0	0.0	4.037E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Atlantic Puffin	0.0	0.0	2.818E-4	0.0013488	0.0015	5.954E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Guillemot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.898E-4	0.0046854	
Razorbill	0.0220843	0.0364063	0.0287405	0.0361478	0.0434624	0.0378089	0.0203568	0.0183824	0.0116794	0.0065076	0.0023202	0.0016056	0.0011219	3.337E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.014E-4	3.028E-4	0.0059091	0.0054454	0.0049489	0.0307898	
Dovekie	0.0012776	0.0035232	0.0078895	0.0043162	7.305E-4	0.0038702	6.296E-4	6.684E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89E-4	3.299E-4	0.0049085	
Thick-billed Murre	0.0	0.001468	0.0028177	8.093E-4	0.0029218	0.0015	2.099E-4	3.342E-4	0.0	4.338E-4	0.0	0.0	0.0	0.0	0.0	0.0033743	5.671E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.091E-4	0.0	0.0	0.0	
Common Murre	0.0	0.001468	2.818E-4	0.0035069	0.0014609	0.0032748	0.0	6.684E-4	0.001611	0.0	0.0	5.352E-4	3.74E-4	3.337E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89E-4	0.0	0.0	
large alcid sp.	5.475E-4	5.872E-4	0.0	0.001079	3.652E-4	8.931E-4	0.0	3.342E-4	0.0012082	0.0	0.0	2.676E-4	0.0	3.337E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.545E-4	3.89E-4	0.0	0.0	
alcid sp.	0.0	2.936E-4	0.0	0.0	0.0015	0.0	0.0	3.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89E-4	0.0	0.0	
Little Gull	0.0015	0.0	2.818E-4	0.0	0.0	2.977E-4	2.099E-4	0.0	8.055E-4	0.0013015	0.0019335	5.352E-4	7.479E-4	6.673E-4	6.725E-4	0.0015	0.0	2.705E-4	0.0	0.0	0.0	0.0011719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.029E-4	0.0015138	0.0	0.0	0.0	0.0011156	
Ross's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015468	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-legged Kittiwake	5.475E-4	0.001468	2.818E-4	0.0029674	0.0010957	5.954E-4	0.0	0.0	0.0	4.338E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.054E-4	0.0	0.0	0.0	9.324E-4	0.0	0.0	0.0015	4.037E-4	7.794E-4	4.014E-4	9.083E-4	4.545E-4	0.0011669	0.0	6.693E-4	
Bonaparte's Gull	0.0815842	0.1080446	0.0924204	0.0801187	0.0584368	0.0294731	0.0117524	0.0153743	0.0144986	0.0078091	0.0123743	0.0077602	0.0063575	0.0056723	0.0036987	7.231E-4	0.0042529	0.0059508	0.0025625	0.0024945	0.0071828	0.0113281	0.0018484	0.0013465	6.146E-4	0.0018282	0.0050537	0.00451	5.992E-4	0.0016287	0.0017321	0.0010787	4.527E-4	0.0013526	0.0021711	0.0022297	0.0041958	0.0057995	0.007947	0.0104553	0.0173597	0.0218239	0.021678	0.0505601	0.0659091	0.0766239	0.0550973	0.1178046	
Black-headed Gull	0.0273773	0.0240752	0.0101437	0.0075533	0.0051132	0.0059542	0.0018888	0.003008	0.0032219	0.0034707	7.734E-4	2.676E-4	3.74E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	8.315E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.429E-4	0.0	0.0	0.0	0.0	0.0	7.432E-4	0.0018648	0.0	0.0	0.0	0.0	0.0	0.0	0.0015138	0.005	0.0070012	0.0039591	0.0196341	
Laughing Gull	0.0020077	5.872E-4	5.635E-4	5.395E-4	0.0015	0.0	2.099E-4	3.342E-4	0.0015	4.338E-4	0.0019335	0.0042815	0.0224383	0.0637304	0.1129792	0.1516028	0.178055	0.2272113	0.2809097	0.3625277	0.415403	0.4484375	0.4602588	0.4762118	0.4529809	0.4814138	0.4939987	0.4797048	0.5140803	0.5130293	0.4769053	0.4279036	0.3657764	0.3516682	0.3300043	0.3377926	0.3188811	0.2771334	0.2278146	0.2	0.1542188	0.1282151	0.0863107	0.0762943	0.0354545	0.0311163	0.008578	0.0042392	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.906E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.716E-4	0.0	4.143E-4	0.0	0.0015	0.0	0.0019486	0.0	0.0	0.0	0.0	0.0	0.0	
