









Frequency of observations in the selected location(s).:
Number of taxa: 	547

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Swan Goose	1.825E-4	2.936E-4	0.0	0.0	0.0015	2.977E-4	4.197E-4	0.0	0.0	0.0015	3.867E-4	0.0	3.74E-4	6.673E-4	0.0	2.41E-4	0.0	5.41E-4	0.0	0.0	0.0	3.906E-4	0.0	0.0	6.146E-4	6.094E-4	6.317E-4	4.1E-4	5.992E-4	5.429E-4	0.0	7.192E-4	0.0	4.509E-4	0.0015	0.0	0.0015	4.143E-4	0.0	3.373E-4	0.0	0.0	0.0	0.0	0.0	3.89E-4	3.299E-4	2.231E-4	
Greater White-fronted Goose	0.0014601	8.808E-4	0.0019724	0.0013488	3.652E-4	0.0011908	6.296E-4	3.342E-4	4.027E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084303	3.028E-4	0.0054545	0.0194477	0.0019795	6.693E-4	
Tundra Bean-Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0343157	0.0249415	0.0076275	0.0030276	0.0068182	0.0194477	0.0036292	0.0055779	
Taiga/Tundra Bean-Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.074E-4	0.0	0.0	0.0	0.0	3.89E-4	0.0	0.0	
Pink-footed Goose	0.0067531	0.0064592	0.0064807	0.0029674	0.0021914	0.0032748	0.0056663	0.0020053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0234154	0.0058457	0.0044159	0.0039358	0.01	3.89E-4	0.0108875	0.0075859	
Domestic goose sp. (Domestic type)	1.825E-4	0.0	8.453E-4	0.0	7.305E-4	5.954E-4	0.001469	6.684E-4	0.0012082	8.677E-4	0.0015468	5.352E-4	7.479E-4	3.337E-4	3.362E-4	0.0015	2.835E-4	2.705E-4	0.0	2.772E-4	3.99E-4	3.906E-4	4.621E-4	0.0	0.0	0.0	0.0	0.00205	5.992E-4	0.0010858	5.774E-4	0.0010787	4.527E-4	4.509E-4	0.0	0.0	4.662E-4	0.0	4.415E-4	0.0	0.0	0.0	0.0	3.028E-4	0.0	3.89E-4	3.299E-4	4.462E-4	
Anser sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89E-4	0.0	0.0	
Brant	0.3327249	0.351145	0.3124824	0.3215538	0.3042367	0.2226853	0.1775446	0.2891043	0.3101087	0.3310195	0.2965971	0.3085363	0.2984293	0.2819486	0.304304	0.2656062	0.2313581	0.2301866	0.2303011	0.094235	0.0387071	0.0277344	0.0221811	0.013465	0.0092194	0.0097502	0.013266	0.0053301	0.0017975	0.0108578	0.0138568	0.0161812	0.01177	0.0121731	0.0056448	0.0141211	0.039627	0.1416736	0.2724062	0.3440135	0.331853	0.360873	0.3576877	0.3505904	0.3359091	0.3068845	0.2124711	0.3458278	
Snow Goose x Brant (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barnacle Goose	3.65E-4	5.872E-4	0.0015	2.698E-4	0.0	5.954E-4	0.001469	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	
Cackling Goose	0.006023	0.0123312	0.007326	0.0037766	0.0029218	8.931E-4	0.0035677	3.342E-4	0.0028192	0.0030369	7.734E-4	0.001338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.716E-4	4.662E-4	0.0012428	0.0	0.0010118	0.0	0.0058457	0.0012043	0.0057523	0.0031818	0.0015558	0.0046189	0.0066934	
Canada Goose	0.5420697	0.5369935	0.5252184	0.5082277	0.5259313	0.3986305	0.367681	0.5608289	0.5722916	0.5709328	0.558778	0.5782713	0.5680628	0.5398732	0.5416947	0.516028	0.4726396	0.4657831	0.4670083	0.4686807	0.4425379	0.3792969	0.3622921	0.3810592	0.3792256	0.4229129	0.4535692	0.4907749	0.4895147	0.4679696	0.4405312	0.4358145	0.4101403	0.4156898	0.4085975	0.4619101	0.4857809	0.5028998	0.5165563	0.5136594	0.5308841	0.5187062	0.5218788	0.5237663	0.5468182	0.5639829	0.5153415	0.5305667	
Swan x Canada Goose (hybrid)	0.0	0.0	0.0	2.698E-4	0.0	0.0011908	4.197E-4	0.0	0.0	0.0	0.0	2.676E-4	3.74E-4	3.337E-4	0.0	0.0	2.835E-4	0.0015	0.0	2.772E-4	3.99E-4	3.906E-4	4.621E-4	0.0015	0.0	6.094E-4	0.0	4.1E-4	5.992E-4	0.0	0.0	0.0010787	0.0	0.0	4.342E-4	0.0015	4.662E-4	0.0	4.415E-4	0.0	4.037E-4	0.0	0.0	3.028E-4	0.0	0.0	3.299E-4	0.0	
Greater White-fronted x Canada Goose (hybrid)	0.0	0.0	5.635E-4	2.698E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Domestic goose sp. x Canada Goose (hybrid)	0.0	2.936E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.772E-4	0.0	3.906E-4	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	3.299E-4	0.0	
Snow x Canada Goose (hybrid)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cackling/Canada Goose	9.126E-4	5.872E-4	5.635E-4	8.093E-4	3.652E-4	5.954E-4	0.0018888	6.684E-4	0.001611	0.0013015	3.867E-4	5.352E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.662E-4	4.143E-4	0.0013245	0.0010118	4.037E-4	7.794E-4	8.029E-4	9.083E-4	0.0013636	0.0011669	0.0015	6.693E-4	
Mute Swan	0.2171929	0.2072813	0.2096365	0.1944969	0.1877283	0.1321822	0.1330535	0.2242647	0.2094241	0.213449	0.2409126	0.2421729	0.2307405	0.2098765	0.2078009	0.1836587	0.161894	0.1341628	0.1201153	0.1155765	0.1161213	0.0964844	0.1044362	0.1238779	0.1087892	0.1035954	0.1017056	0.1455515	0.1360096	0.135722	0.1275982	0.1380798	0.1281123	0.125789	0.1441598	0.1456708	0.1435897	0.1234466	0.1474614	0.1615514	0.1756157	0.187841	0.1979125	0.1825613	0.2227273	0.2302606	0.1794787	0.1892012	
Tundra Swan	0.0036503	5.872E-4	0.0014088	0.0018883	0.0	0.0	4.197E-4	3.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	8.029E-4	9.083E-4	0.0	0.0011669	0.0	0.0011156	
swan sp.	0.0	5.872E-4	2.818E-4	2.698E-4	7.305E-4	0.0	2.099E-4	0.0	4.027E-4	0.0	7.734E-4	2.676E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	7.794E-4	4.014E-4	3.028E-4	0.0	0.0015	3.299E-4	6.693E-4	
goose sp.	3.65E-4	0.0	0.0	5.395E-4	7.305E-4	2.977E-4	8.395E-4	3.342E-4	0.0	4.338E-4	7.734E-4	0.0	3.74E-4	0.0	3.362E-4	0.0	5.671E-4	2.705E-4	3.203E-4	2.772E-4	3.99E-4	0.0	0.0015	0.0013465	0.0	0.0015	0.0	4.1E-4	0.0	0.0	5.774E-4	0.0	0.0	0.0	4.342E-4	0.0	4.662E-4	0.0	0.0	3.373E-4	0.0024223	3.897E-4	4.014E-4	3.028E-4	4.545E-4	7.779E-4	0.0	6.693E-4	
Egyptian Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	0.0014601	0.001468	8.453E-4	2.698E-4	0.0029218	2.977E-4	0.0010493	0.0013369	8.055E-4	8.677E-4	0.0027069	0.0016056	0.0014959	0.0016683	0.0016812	7.231E-4	5.671E-4	2.705E-4	0.0	8.315E-4	0.0019952	7.813E-4	9.242E-4	0.0	6.146E-4	0.0	0.0	0.0015	0.0	5.429E-4	5.774E-4	3.596E-4	4.527E-4	4.509E-4	8.684E-4	3.716E-4	4.662E-4	0.0	0.0	6.745E-4	0.0	3.897E-4	0.0012043	9.083E-4	0.0018182	0.0019448	6.598E-4	6.693E-4	
Wood Duck	0.0083957	0.0135056	0.0081713	0.006744	0.0065741	0.0053587	0.0096537	0.0354278	0.0281917	0.0373102	0.0638051	0.0706449	0.0826477	0.0640641	0.0800269	0.0872499	0.083924	0.0603192	0.0329917	0.0260532	0.0235435	0.0179687	0.0106285	0.0175045	0.0110633	0.0109689	0.0082123	0.0209102	0.0155782	0.0200869	0.028291	0.0262496	0.0262562	0.0356177	0.0351715	0.039019	0.044289	0.0439105	0.0481236	0.041484	0.0524828	0.0393609	0.0305098	0.0202846	0.0227273	0.0151692	0.017486	0.0049085	
Mandarin Duck	3.65E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.299E-4	0.0015	
Blue-winged Teal	0.0100383	0.0032296	0.0019724	0.0021581	3.652E-4	0.0011908	4.197E-4	3.342E-4	0.0015	4.338E-4	0.003867	0.0120417	0.0347794	0.0467134	0.0262273	0.0122921	0.0144599	0.0094671	0.0044843	0.0038803	3.99E-4	0.0011719	9.242E-4	0.0013465	0.0018439	0.0	6.317E-4	4.1E-4	0.0023966	0.0032573	0.0046189	0.0133046	0.017655	0.0193868	0.0134607	0.0141211	0.0135198	0.0103563	0.0066225	0.0043845	0.005652	0.0050663	0.0016058	0.0018165	0.0018182	0.0035006	0.0013197	0.0011156	
Northern Shoveler	0.152035	0.101879	0.0890392	0.0811977	0.0770636	0.0526943	0.0514166	0.0962567	0.0765203	0.0780911	0.0989946	0.1046294	0.0890052	0.0550551	0.0329523	0.0098819	0.0028353	0.0013524	0.0025625	0.0013858	3.99E-4	0.0011719	4.621E-4	8.977E-4	0.0	0.0	0.0031586	4.1E-4	0.0029958	0.0016287	0.0011547	0.004315	0.0049796	0.0076646	0.0086843	0.0092902	0.0125874	0.0095278	0.013245	0.0202361	0.0532903	0.0728761	0.0818948	0.0829549	0.1140909	0.1077402	0.0494886	0.0919232	
Gadwall	0.1617083	0.1236054	0.1279234	0.1043971	0.1051863	0.0693659	0.0686254	0.128008	0.1087394	0.1097614	0.1361176	0.1188119	0.0957367	0.0704037	0.0480834	0.0228971	0.0153105	0.0110901	0.0176169	0.0216186	0.0143655	0.03125	0.0198706	0.016158	0.0073755	0.0085314	0.0113708	0.0090201	0.0089874	0.009772	0.0080831	0.0118662	0.0049796	0.003156	0.0082501	0.0111483	0.016317	0.014913	0.0264901	0.0354132	0.0710537	0.0857366	0.0935367	0.1023312	0.1386364	0.1275768	0.0946882	0.1057564	
Eurasian Wigeon	0.0069356	0.0082208	0.0045083	0.0018883	0.0036523	0.0011908	4.197E-4	3.342E-4	0.001611	8.677E-4	3.867E-4	0.0018732	0.0	3.337E-4	6.725E-4	7.231E-4	2.835E-4	5.41E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.415E-4	0.0030354	0.0044409	0.0038971	0.0048173	0.0042386	0.0168182	0.008557	0.0062686	0.0029005	
American Wigeon	0.0766563	0.0604815	0.0681882	0.0739142	0.0609934	0.0404882	0.0379853	0.0752005	0.070882	0.0629067	0.0668987	0.0561948	0.0332835	0.0146813	0.0124412	0.0067486	0.0087893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.094E-4	0.0	0.0	0.0	0.0	0.0	0.0010787	0.0013581	9.017E-4	0.006079	0.0089186	0.0097902	0.0103563	0.019426	0.0350759	0.062172	0.0724864	0.0553994	0.0590372	0.0722727	0.0816803	0.0554273	0.0582329	
Eurasian x American Wigeon (hybrid)	0.0	2.936E-4	0.0	2.698E-4	3.652E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.362E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.897E-4	0.0	0.0	0.0	3.89E-4	3.299E-4	2.231E-4	
Mallard	0.4354809	0.3984146	0.4054663	0.3916914	0.3897005	0.2724025	0.2684155	0.4284759	0.4265002	0.4290672	0.4512761	0.4824726	0.4973822	0.4631298	0.4630128	0.4644493	0.4113978	0.3922099	0.3840487	0.3971729	0.4094174	0.3695312	0.3530499	0.3482944	0.2771973	0.2687386	0.2482628	0.2439524	0.2516477	0.2301846	0.256351	0.2581805	0.2417383	0.248422	0.2435953	0.2597547	0.2680653	0.2597349	0.2547461	0.3072513	0.334679	0.349961	0.3954235	0.3599758	0.4163636	0.45352	0.3731442	0.4096386	
Muscovy Duck x Mallard (hybrid)	0.0	2.936E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Black Duck	0.351159	0.3364651	0.3082558	0.3113029	0.3108108	0.2030366	0.1842602	0.3078209	0.300443	0.2950108	0.2853828	0.263848	0.2266268	0.1611612	0.1180229	0.0708604	0.0416785	0.0286719	0.0301089	0.0249446	0.0239425	0.0175781	0.0152495	0.0197487	0.016595	0.015844	0.0303222	0.0237802	0.040743	0.0233442	0.034642	0.0435095	0.0402897	0.0468891	0.0568823	0.0784095	0.0993007	0.1263463	0.1726269	0.2064081	0.2583771	0.2883866	0.3139301	0.3227369	0.3363636	0.3461688	0.2949522	0.3275324	
Mallard x American Black Duck (hybrid)	0.0146012	0.0079272	0.0070442	0.005665	0.0058437	0.0056564	0.0056663	0.0083556	0.0052356	0.0052061	0.0050271	0.0032111	0.0056096	0.0033367	0.001345	4.82E-4	5.671E-4	5.41E-4	6.406E-4	5.543E-4	7.981E-4	0.0011719	0.0027726	8.977E-4	0.0012293	0.0018282	0.0031586	0.00328	0.0017975	0.0021716	0.0023095	0.0014383	0.0018108	0.0018034	0.0026053	0.0022297	0.0027972	0.0041425	0.0013245	0.0013491	0.0036334	0.0058457	0.0048173	0.0072661	0.0068182	0.0089459	0.0069284	0.0124944	
Mallard/American Black Duck	0.0010951	0.0020552	8.453E-4	0.0013488	0.0032871	8.931E-4	8.395E-4	0.0013369	0.0032219	0.0	0.0015468	2.676E-4	0.0	0.001001	0.0	2.41E-4	5.671E-4	0.0	0.0	0.0	0.0	7.813E-4	0.0	0.0	0.0	0.0	0.0	8.2E-4	0.0	0.0010858	5.774E-4	0.0010787	4.527E-4	0.0013526	8.684E-4	7.432E-4	9.324E-4	0.0012428	4.415E-4	6.745E-4	8.074E-4	7.794E-4	0.0012043	0.0018165	9.091E-4	0.0027227	0.0016496	0.0015618	
Northern Pintail	0.0655229	0.0478567	0.0456467	0.0431616	0.0467495	0.0241143	0.0216159	0.0360963	0.037052	0.0195228	0.0197216	0.0163233	0.0044877	0.0033367	0.001345	2.41E-4	5.671E-4	2.705E-4	3.203E-4	0.0015	7.981E-4	3.906E-4	0.0	0.0	0.0012293	0.0	0.0	0.0	5.992E-4	0.0	0.0	3.596E-4	0.0013581	9.017E-4	0.0017369	0.0026013	0.0060606	0.0062138	0.010596	0.0209106	0.0327008	0.0366329	0.03332	0.0345141	0.0454545	0.0388954	0.0323326	0.0339134	
Green-winged Teal	0.0748312	0.0504991	0.0470555	0.0528729	0.0620891	0.0291753	0.0316894	0.0638369	0.0680628	0.0880694	0.1028616	0.1110516	0.0972326	0.0837504	0.0662408	0.0279585	0.0096399	0.0024344	0.0032031	0.0019401	0.0011971	0.0015625	0.0	0.0017953	0.0024585	0.0012188	0.0031586	0.0041	0.0047933	0.0076004	0.006351	0.0118662	0.0239928	0.0193868	0.0269214	0.0289855	0.0335664	0.036454	0.0467991	0.0569983	0.0637868	0.0791115	0.0911281	0.0678171	0.0745455	0.0704006	0.0395909	0.0533244	
Anas sp.	0.0	0.0	0.0	2.698E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
dabbling duck sp.	1.825E-4	2.936E-4	0.0	2.698E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.317E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013245	0.0	0.0	3.897E-4	0.0	0.0	0.0	3.89E-4	3.299E-4	2.231E-4	
Red-crested Pochard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.299E-4	0.0015	
Canvasback	0.0051104	0.005872	0.0078895	0.0021581	0.0029218	0.0023817	0.0033578	0.0070187	0.0044301	0.0013015	0.0112142	0.0064223	3.74E-4	0.0	0.0010087	7.231E-4	0.0	0.0	3.203E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.745E-4	4.037E-4	3.897E-4	8.029E-4	3.028E-4	0.0013636	0.0015558	0.0023095	0.0013387	
Redhead	0.0268297	0.0217264	0.021978	0.0207715	0.0241052	0.0217327	0.01532	0.035762	0.0358437	0.0342733	0.0297757	0.0168584	0.013463	0.0033367	0.0023537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.509E-4	0.0	0.0	0.0	0.0	0.0	3.373E-4	8.074E-4	0.0058457	0.0032116	0.0063579	0.0168182	0.0093349	0.0052788	0.009817	
Ring-necked Duck	0.0863296	0.0713447	0.0659341	0.0650121	0.0719503	0.0446561	0.043022	0.1072861	0.0898107	0.0806941	0.1144625	0.1003479	0.0983545	0.0643977	0.0168124	0.0069896	0.0031188	2.705E-4	0.0	0.0	0.0015	3.906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.324E-4	0.0	0.005298	0.0121417	0.0262414	0.0354638	0.0365315	0.043294	0.0640909	0.0552314	0.0320026	0.0437305	
Tufted Duck	9.126E-4	0.0017616	0.0070442	2.698E-4	0.0	2.977E-4	0.0	0.0	0.0	0.0	7.734E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Scaup	0.1177222	0.1564885	0.1721612	0.1510656	0.1435354	0.111045	0.0768101	0.1256684	0.1236408	0.1075922	0.0796597	0.048167	0.0336574	0.021021	0.0147949	0.0074717	0.0062376	0.0059508	0.012492	0.0063747	0.0067837	0.0066406	0.0018484	0.0040395	0.0036878	0.0067032	0.004422	0.0069701	0.0089874	0.0086862	0.006351	0.004315	0.0022635	0.003156	8.684E-4	0.0081754	0.0097902	0.0053853	0.005298	0.008769	0.0213969	0.0237724	0.0272983	0.027248	0.0431818	0.0645663	0.095678	0.1137885	
