









Frequency of observations in the selected location(s).:
Number of taxa: 	569

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Red Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	9.189E-4	0.0050105	0.0111297	0.0061538	0.0	0.0	5.744E-4	0.0	0.0	0.0	0.0021026	0.0371567	0.0361702	0.016791	0.0606474	0.0155694	0.0050736	0.0026374	0.0022796	0.0032452	0.0031978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red/Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.782E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.407E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
phalarope sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.407E-4	0.0013345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	3.852E-4	0.0035162	0.0127565	0.0465626	0.1019986	0.1302743	0.1054535	0.0348718	0.0134756	0.0074212	0.0246984	0.0875706	0.1627595	0.210871	0.2262405	0.2073236	0.2132979	0.2070896	0.1403748	0.1072064	0.0537798	0.036044	0.0170973	0.0088085	0.0086798	0.0033719	0.0019069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.295E-4	0.0	0.0014065	0.0074875	0.0388935	0.0466345	0.0232068	0.0041736	5.128E-4	0.0016844	6.184E-4	5.744E-4	0.0021186	0.0060281	0.0091683	0.0159798	0.0285407	0.0244681	0.0485075	0.0354344	0.0351423	0.0273973	0.0276923	0.0091185	0.0111266	0.0091366	0.0019268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020738	0.0030817	0.0154712	0.0216306	0.0386196	0.0411211	0.022943	0.0155815	0.0076923	0.0134756	0.0111317	0.0373349	0.1313559	0.2196919	0.2868369	0.3280067	0.3952612	0.3973404	0.4151119	0.3243612	0.2784698	0.210553	0.1516484	0.1162614	0.0746407	0.0799452	0.0496146	0.0266972	0.0176471	0.0043407	0.0042061	0.0013049	0.0013699	0.0	9.368E-4	0.0	
Willet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.704E-4	0.0130098	0.0532446	0.0849082	0.1194578	0.1695675	0.1777963	0.2041026	0.2083099	0.1849103	0.1504882	0.1179379	0.1011386	0.0838245	0.0668629	0.0743134	0.0776596	0.0764925	0.0609881	0.0484875	0.0253678	0.0206593	0.0170973	0.0092721	0.0073093	0.0028902	0.0030511	0.0014706	5.426E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs	0.021573	0.0077476	0.0142712	0.0076401	0.0155743	0.0073446	0.0096112	0.0057773	0.0065657	0.0113189	0.0157205	0.021574	0.0381584	0.0550847	0.0798172	0.0806988	0.074774	0.0829313	0.064346	0.0453534	0.025641	0.0437956	0.0315399	0.0551407	0.1426554	0.2203617	0.2835625	0.3065601	0.37049	0.3558511	0.3717351	0.3045997	0.297153	0.2064942	0.1696703	0.1474164	0.1251739	0.1324806	0.1184971	0.1342487	0.1436275	0.1144872	0.1025237	0.0539365	0.039726	0.0228441	0.0355972	0.0104484	
Lesser/Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.039E-4	0.0012443	0.0023112	0.0028129	0.0038824	0.0049302	0.0048243	0.0034283	0.0016694	0.0030769	0.0016844	0.0018553	0.0040207	0.0127119	0.0180844	0.0144073	0.0113541	0.0118471	0.0191489	0.0163246	0.0180579	0.0146797	0.0131913	0.0101099	0.0113982	0.0055633	0.0091366	0.0081888	0.0064836	0.0078431	0.0032556	0.0042061	0.0	6.849E-4	0.0	0.0	0.0	
Tringa sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.205E-4	0.0	5.319E-4	4.664E-4	0.0	0.0	0.0	0.0	3.799E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.258E-4	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.0031461	0.0011068	0.0020387	0.0021222	6.489E-4	0.0022599	0.0017475	0.0010504	0.0015152	0.0019685	8.734E-4	6.077E-4	0.0012443	0.0011556	7.032E-4	0.0027732	0.0125993	0.0491615	0.1007384	0.1087924	0.0564103	0.0275126	0.012987	0.0034463	0.0021186	0.0053583	0.0183366	0.0698066	0.1184707	0.1446809	0.1254664	0.1042589	0.0974199	0.0380518	0.0281319	0.0292553	0.0120538	0.0068524	0.0043353	0.0064836	0.0044118	0.0086815	0.0047319	0.0034798	0.0047945	0.0028555	0.0079625	0.0034828	
Red Knot	0.0	0.0	0.0015	0.0	0.0	5.65E-4	8.737E-4	0.0	5.051E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0016639	0.0115037	0.0310131	0.0472046	0.0431274	0.0128205	0.0145985	0.0080396	5.744E-4	0.0	0.0013396	0.0091683	0.0243902	0.0280022	0.0382979	0.0550373	0.0575809	0.0569395	0.0208016	0.0087912	0.0072188	0.0092721	0.0050251	0.0028902	0.0030511	0.0039216	0.0032556	0.0015773	0.0017399	0.0	0.0015	0.0014052	0.0021768	
Ruff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.319E-4	0.0	0.0	2.637E-4	5.565E-4	0.0	0.0	0.0	0.0034463	0.0282486	0.0214334	0.0288147	0.0021026	0.0026925	0.0	0.0015	0.0	0.0	0.0	0.0	3.799E-4	0.0	4.568E-4	4.817E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-billed Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044293	0.0040036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sharp-tailed Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013098	4.205E-4	0.0118471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Curlew Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.782E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0013098	0.0067283	0.001077	0.0026596	0.0023321	0.002385	0.0015	0.0	0.0057143	3.799E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.782E-4	0.0015	0.0015	0.0018553	0.0017231	0.0049435	0.0770261	0.1414538	0.2031119	0.2407108	0.2335106	0.2308769	0.1768313	0.1379004	0.072552	0.0452747	0.0345745	0.0264256	0.0132481	0.0096339	0.004958	9.804E-4	5.426E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Stint	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.205E-4	0.0199246	5.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0117021	0.0065299	0.0051107	0.0097865	0.0020294	8.791E-4	7.599E-4	0.0	4.568E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.068764	0.0863309	0.0784913	0.0560272	0.0499676	0.0372881	0.0353866	0.0483193	0.0343434	0.0226378	0.0235808	0.0233971	0.0161759	0.0211864	0.0133615	0.0130338	0.0123254	0.0202159	0.0400844	0.064552	0.0446154	0.0348119	0.0228819	0.0155083	0.0063559	0.0261219	0.0674525	0.098402	0.0818525	0.0861702	0.0876866	0.0950596	0.0965302	0.0618975	0.0606593	0.0531915	0.0329161	0.0397442	0.0289017	0.0438596	0.0598039	0.0743353	0.0473186	0.0504567	0.0547945	0.0548258	0.0782201	0.093165	
Dunlin	0.0224719	0.0138351	0.0158002	0.0118846	0.0162232	0.0124294	0.0139799	0.009979	0.0055556	0.0049213	0.0135371	0.0075965	0.0074658	0.0138675	0.0161744	0.0194121	0.0312243	0.0535263	0.0735759	0.0751252	0.0323077	0.0218978	0.0055659	0.0011488	0.0014124	6.698E-4	0.0026195	0.0067283	0.0134626	0.0079787	0.014459	0.0173765	0.0124555	0.0177575	0.0272527	0.0334347	0.0500695	0.0484239	0.0539499	0.057971	0.0568627	0.0759631	0.0609884	0.0443671	0.0363014	0.0285551	0.0416862	0.0217675	
Purple Sandpiper	0.0197753	0.0138351	0.0147808	0.008489	0.009085	0.0033898	0.003495	0.0052521	0.0050505	0.003937	0.0026201	0.002127	0.0020738	0.0015408	0.0035162	0.0013866	0.0019173	0.0022973	0.0065928	0.0052866	0.0015385	5.615E-4	0.0012369	5.744E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.448E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029412	0.0124797	0.0094637	0.0117442	0.0136986	0.0217019	0.0327869	0.0208968	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032744	0.0	0.001077	0.0021277	0.0074627	0.0258944	0.0342527	0.0101471	0.0074725	0.0030395	0.002318	0.0068524	0.0	3.814E-4	0.0	5.426E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Little Stint	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.549E-4	0.0	0.0	0.0	0.0	0.0	4.448E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.217E-4	0.002527	0.0134494	0.0297718	0.0230769	0.0499719	0.0290662	0.0022975	0.0190678	0.0147354	0.0130976	0.0420521	0.1405493	0.2265957	0.2178172	0.2	0.1730427	0.0898021	0.0404396	0.0273556	0.0213259	0.021471	0.0120424	0.0087719	0.0053922	0.0043407	0.0042061	0.0015	0.0	0.0	0.0	0.0	
Dunlin x White-rumped Sandpiper (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.295E-4	3.852E-4	7.032E-4	0.0133111	0.0575185	0.1295658	0.1466245	0.0815248	0.0194872	0.0084222	0.0068027	0.0080414	0.0896893	0.2397857	0.3418468	0.3835156	0.3931072	0.412234	0.4305037	0.3522998	0.2998221	0.1689498	0.1217582	0.0710486	0.0278164	0.0150754	0.0115607	0.0030511	0.002451	0.002713	0.0010515	0.0013049	6.849E-4	5.711E-4	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.367E-4	3.039E-4	0.0012443	7.704E-4	0.0070323	0.0030505	0.0016434	0.0032162	0.0034283	0.0013912	0.0015	0.0	6.184E-4	0.0	0.0105932	0.0301407	0.091683	0.1211102	0.1497038	0.1234043	0.1035448	0.0916525	0.100089	0.0791476	0.0461538	0.0531915	0.0407974	0.0246688	0.0197495	0.0144928	0.0068627	0.002713	0.0010515	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.128E-4	0.0	0.0	5.744E-4	0.0014124	0.0040188	0.0196464	0.0407906	0.0425417	0.0430851	0.0531716	0.0957411	0.1014235	0.04414	0.0215385	0.0102584	0.0037089	0.0041115	0.0024085	7.628E-4	4.902E-4	5.426E-4	5.258E-4	4.35E-4	0.0	0.0	4.684E-4	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.852E-4	7.032E-4	0.0022185	0.01616	0.0585803	0.1271097	0.1983862	0.174359	0.1156654	0.0525665	0.0206778	0.0579096	0.154722	0.2960052	0.3906644	0.4744211	0.4734043	0.4678172	0.3935264	0.3438612	0.2267884	0.1538462	0.0942249	0.0537784	0.0443125	0.026975	0.0167811	0.0088235	0.0010852	0.002103	4.35E-4	0.0	0.0	0.0	0.0	
Western/Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.062E-4	0.0	0.0	0.0012616	0.002154	0.0010638	0.0013993	0.0013629	0.0017794	0.0	0.0013187	0.0011398	4.636E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	8.989E-4	0.0	5.097E-4	4.244E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020738	0.0011556	0.0021097	0.0033278	0.0084908	0.0163106	0.0232068	0.0228158	0.0235897	0.0140371	0.0061843	0.0040207	0.0127119	0.0308104	0.0464964	0.0517241	0.0543888	0.0414894	0.0377799	0.0378194	0.0346975	0.021309	0.0215385	0.0163374	0.0083449	0.0068524	0.004817	0.0041953	9.804E-4	0.0016278	0.0015773	4.35E-4	6.849E-4	5.711E-4	0.0	0.0	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.637E-4	0.0	5.128E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.205E-4	5.385E-4	0.0	0.0	0.0010221	4.448E-4	0.0	0.0	3.799E-4	0.0	0.0	0.0	0.0	9.804E-4	0.0016278	0.0015773	0.0	0.0	0.0	0.0	4.354E-4	
large shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.744E-4	7.062E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0035955	0.0022136	0.0020387	0.0021222	0.0	0.0	4.369E-4	0.0026261	0.0015152	9.843E-4	0.00131	0.0018232	0.0016591	0.0023112	3.516E-4	0.0041597	0.0090386	0.0080404	0.0108122	0.0108514	0.0092308	0.0050533	6.184E-4	0.0040207	0.0084746	0.0093771	0.0176817	0.0147183	0.0172321	0.0164894	0.0135261	0.0136286	0.0120107	0.0116692	0.0083516	0.0132979	0.0074177	0.0095934	0.0091522	0.0102975	0.0151961	0.0065111	0.0073607	0.0056546	0.0041096	0.0045688	0.0037471	0.0013061	
Long-tailed Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.184E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.407E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.773E-4	0.0	6.892E-4	0.0	0.0	5.128E-4	5.615E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030395	0.0027816	0.0031978	0.0033719	0.006865	9.804E-4	0.0032556	0.0015773	0.0017399	0.0	0.0	0.0	0.0	
Long-tailed/Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.297E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.817E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.817E-4	3.814E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic/Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.396E-4	3.799E-4	0.0	4.568E-4	4.817E-4	3.814E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.074E-4	0.0	0.0011398	4.636E-4	0.0013705	9.634E-4	0.0030511	4.902E-4	0.0	0.0010515	4.35E-4	0.0	0.0	0.0	0.0	
Black Guillemot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35E-4	0.0	0.0	0.0	0.0	
Razorbill	0.0265169	0.0249032	0.0178389	0.016129	0.0142764	0.0175141	0.00699	0.0152311	0.0080808	0.003937	0.0034934	0.0018232	4.148E-4	3.852E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.258E-4	0.0013049	0.0013699	0.0011422	0.0074941	0.007401	
Dovekie	8.989E-4	0.0022136	0.0056065	0.0012733	0.0	5.65E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.684E-4	0.0015	
Thick-billed Murre	4.494E-4	0.0	0.0	8.489E-4	0.0	5.65E-4	0.0	0.0	0.0	0.0	0.0	3.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Murre	0.0026966	0.0	0.0	0.0	6.489E-4	5.65E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
large alcid sp.	4.494E-4	5.534E-4	5.097E-4	0.0012733	0.0	0.0	4.369E-4	0.0010504	0.0	0.0	0.0	3.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.711E-4	4.684E-4	4.354E-4	
alcid sp.	0.0	0.0022136	0.0	8.489E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.707E-4	
Little Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.595E-4	0.0	2.782E-4	0.0287179	0.0353734	0.0	0.0	0.0	0.0026792	0.016372	0.0012616	5.385E-4	0.0	4.664E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35E-4	6.849E-4	0.0	0.0	0.0	
Black-legged Kittiwake	0.0	5.534E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.897E-4	5.074E-4	0.0	3.799E-4	0.0	9.137E-4	4.817E-4	0.0019069	0.0	5.426E-4	0.002103	8.699E-4	0.0	0.0	0.0	8.707E-4	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.184E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bonaparte's Gull	0.0229213	0.0171555	0.0127421	0.0131579	0.0058404	0.0033898	0.0030581	0.0052521	0.0050505	0.0029528	0.00131	0.0033424	0.005392	0.007319	0.0024613	0.0033278	0.005478	0.0048243	0.0047468	0.0036171	0.0010256	0.0044919	0.0024737	0.0109133	0.0120056	0.0174146	0.0261952	0.0332212	0.0177706	0.0239362	0.0083955	0.0020443	0.0017794	0.0010147	4.396E-4	7.599E-4	4.636E-4	0.005482	0.0057803	0.0114416	0.0122549	0.017363	0.0126183	0.0121792	0.0171233	0.0102798	0.040281	0.0182847	
Black-headed Gull	4.494E-4	5.534E-4	0.0015	4.244E-4	0.0012979	0.0	0.0	0.0015756	0.0010101	9.843E-4	0.0	6.077E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015385	0.0022459	0.0012369	0.0212522	0.0084746	0.0080375	0.0222659	0.0277544	0.0177706	0.0271277	0.0083955	0.002385	4.448E-4	0.0081177	0.0030769	3.799E-4	4.636E-4	0.0036546	0.0028902	0.0053394	0.0019608	0.0	5.258E-4	0.0	0.0020548	5.711E-4	0.0	0.0013061	
Laughing Gull	8.989E-4	0.0	5.097E-4	0.0	0.0	0.0	4.369E-4	0.0	5.051E-4	9.843E-4	0.0061135	0.0483136	0.1065948	0.2230354	0.2450774	0.3036606	0.3149822	0.370549	0.4530591	0.493044	0.5220513	0.5277934	0.589363	0.5594486	0.6144068	0.6530476	0.6738703	0.6686291	0.6822833	0.6824468	0.6553172	0.5383305	0.4902135	0.3759513	0.3542857	0.3320669	0.2624015	0.2836912	0.2032755	0.2105263	0.1828431	0.1801411	0.115142	0.0739452	0.0335616	0.0102798	0.0084309	0.0026121	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.814E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-billed Gull	0.5361798	0.5229662	0.5550459	0.5314092	0.5548345	0.5175141	0.4394932	0.5362395	0.529798	0.4975394	0.4458515	0.3962321	0.3454998	0.3039291	0.242616	0.2176927	0.1643385	0.1637951	0.1751055	0.1800223	0.1589744	0.1869736	0.1663575	0.163699	0.1913842	0.2940388	0.3451212	0.3713204	0.3861066	0.3882979	0.4001866	0.3867121	0.3883452	0.3475393	0.3481319	0.3522036	0.3092258	0.3768844	0.3574181	0.3867277	0.4161765	0.460662	0.5120925	0.507177	0.5226027	0.5511136	0.5803279	0.560296	
