









Frequency of observations in the selected location(s).:
Number of taxa: 	588

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Greater Yellowlegs	0.0073027	0.0121988	0.006412	0.0080823	0.0061572	0.0053951	0.0064968	0.0027976	0.0028802	0.0053749	0.0079753	0.0174125	0.0353718	0.0386664	0.0340987	0.0366812	0.0350551	0.0309306	0.0137363	0.0106882	0.0055911	0.0032	0.0042579	0.0072165	0.0363757	0.0588972	0.1123529	0.1246459	0.1423488	0.1432027	0.1129777	0.0923848	0.0683908	0.044398	0.0281959	0.0410959	0.0437172	0.0403266	0.0293614	0.0481439	0.0442205	0.0508923	0.0402299	0.024533	0.0267261	0.0258722	0.0209937	0.0113228	
Lesser/Greater Yellowlegs	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.131E-4	3.946E-4	1.714E-4	0.0011229	0.0010623	0.0021517	1.616E-4	0.0024377	0.0	0.0	0.0	0.0	6.614E-4	0.0018797	0.0088235	0.0089033	0.0081342	0.0062893	0.0083998	0.0038195	0.0025862	0.001567	0.0016726	0.0023918	0.0034974	0.001237	0.0	0.0019335	2.799E-4	6.609E-4	0.0	2.788E-4	3.712E-4	0.0	0.0	0.0	
Tringa sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.973E-4	0.0	1.248E-4	0.0	0.0	0.0	1.875E-4	0.0	0.0	0.0	0.0	0.0	0.0012531	5.882E-4	4.047E-4	5.084E-4	0.0014514	4.2E-4	7.162E-4	2.874E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.003298	0.0027447	0.0036242	0.0051433	0.0010866	0.0031736	0.0012494	0.0	5.76E-4	5.375E-4	2.573E-4	1.741E-4	4.262E-4	0.0	1.714E-4	1.248E-4	0.0013278	0.0083378	0.0255333	0.0571911	0.0379393	0.0074667	0.0030414	0.0010309	0.0	0.0	0.0064706	0.0696074	0.1576004	0.1601355	0.1251575	0.0601576	0.0201149	0.0052233	0.0031063	0.0052185	0.0044966	0.003711	0.0036702	0.0098608	0.0036384	0.0109055	0.0086207	0.010315	0.0063103	0.002744	0.0017495	0.0022093	
Red Knot	0.0	0.0	0.0	2.449E-4	0.0	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	4.262E-4	0.0015	1.714E-4	0.0	7.967E-4	0.0018827	0.0056561	0.0189387	0.0111821	0.0016	6.083E-4	0.0	0.0013228	0.0	0.0015	0.0048563	0.0020336	9.676E-4	0.0046199	0.0071616	0.0031609	0.0018282	4.779E-4	0.0013046	0.0012491	0.0047006	0.0036702	0.0106342	0.0019591	0.0092531	0.0051086	0.0033454	0.0022272	0.001176	6.998E-4	8.285E-4	
Ruff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-billed Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Curlew Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017647	0.0024282	0.0055923	9.676E-4	0.00168	0.0035808	2.874E-4	2.612E-4	2.389E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052519	0.0048851	0.0013058	9.558E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.024735	0.0341568	0.0473934	0.0409013	0.02318	0.0193589	0.0107446	0.0049736	0.0040323	0.0018812	0.0036017	8.706E-4	0.0014916	0.0011837	0.0011995	0.002121	0.003054	0.0084723	0.019554	0.063379	0.0447284	0.0069333	0.0018248	0.0010309	0.0	6.266E-4	0.0282353	0.1226224	0.1530249	0.1514272	0.1163377	0.0818811	0.0405172	0.0167145	0.0074074	0.0106545	0.0134899	0.0136071	0.0066063	0.0214617	0.0167926	0.0208196	0.0188378	0.014218	0.0096511	0.0141121	0.0129461	0.0229218	
Dunlin	0.0094229	0.0125038	0.0139392	0.0159197	0.0054328	0.007934	0.0102449	0.0055953	8.641E-4	0.0029562	0.0033445	0.0026119	0.0038355	0.0011837	0.0022276	0.0012477	0.0031868	0.0055137	0.0116354	0.0435027	0.0319489	0.0037333	0.0018248	0.0	6.614E-4	6.266E-4	0.0	4.047E-4	0.0	0.0	0.0	0.0	0.0	7.835E-4	0.0015	0.0058708	0.0124906	0.0143493	0.0114999	0.0311292	0.0167926	0.0284204	0.0185185	0.0242543	0.018931	0.0160721	0.0164451	0.0127037	
Purple Sandpiper	0.0426384	0.0433059	0.0373571	0.0374724	0.0275263	0.0253888	0.0154923	0.0167858	0.0164171	0.014781	0.0097762	0.0102734	0.005114	0.0051292	0.0015422	0.0013724	0.0033196	0.0026896	0.0014544	0.0011251	3.994E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	3.867E-4	8.396E-4	0.004957	0.0102171	0.0262057	0.0330364	0.0348883	0.0279916	0.029826	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122013	4.838E-4	8.4E-4	0.0202912	0.0037356	0.0013058	2.389E-4	0.0015	0.0019985	0.0014844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.495E-4	2.656E-4	4.034E-4	0.002424	0.0135008	0.0327476	0.0261333	0.0091241	0.0	0.0	0.0	0.0011765	0.0048563	0.0086426	0.01403	0.0109198	0.010265	0.0051724	0.0026116	7.168E-4	0.003479	0.0057457	0.0019792	4.894E-4	0.0011601	5.598E-4	6.609E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Dunlin x White-rumped Sandpiper (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.799E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.973E-4	0.0	0.0044916	0.0196521	0.0399408	0.0586619	0.0526908	0.0067891	0.0	0.0	0.0015464	0.0257937	0.1196742	0.2094118	0.218535	0.1881037	0.1702951	0.152457	0.1310575	0.0744253	0.0305563	0.0124253	0.0095673	0.0034974	9.896E-4	2.447E-4	1.933E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.741E-4	0.0	0.0	0.0015	0.0	3.984E-4	1.345E-4	6.464E-4	0.0	0.0	0.0	0.0	0.0	6.614E-4	0.0018797	0.0052941	0.0157831	0.0116929	0.0101597	0.0088198	0.005968	0.008046	0.003134	0.0014337	0.005436	0.0024981	0.004948	4.894E-4	0.0011601	8.396E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.994E-4	0.0	0.0	0.0	0.0	0.0037594	0.0217647	0.0012141	0.0015252	0.002419	0.0033599	0.0064455	0.0031609	0.0020893	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0035852	0.0121033	0.0394312	0.1095068	0.1273962	0.0645333	0.0182482	0.0036082	0.0026455	0.0363409	0.1476471	0.2027519	0.2374174	0.2249637	0.1902562	0.1389353	0.0738506	0.0308174	0.0095579	0.0093499	0.0069948	0.0042058	9.787E-4	5.8E-4	2.799E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875E-4	0.0	0.0	0.0	0.0	0.0	0.0018797	5.882E-4	0.0048563	0.0035587	0.002419	0.00126	0.0031034	0.0017241	5.223E-4	2.389E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.714E-4	7.486E-4	0.0043819	0.003631	0.0061409	0.0075005	0.0107827	0.0042667	0.0024331	0.0020619	0.0039683	0.0119048	0.0376471	0.038446	0.0279614	0.0198355	0.0184796	0.0195751	0.012931	0.0101854	0.0016726	0.0047836	9.993E-4	0.0014844	7.34E-4	1.933E-4	5.598E-4	0.0	0.0	2.788E-4	0.0	0.0	0.0	0.0	
Calidris sp.	2.356E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.248E-4	0.0	0.0	3.232E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.047E-4	5.084E-4	0.0	4.2E-4	4.774E-4	5.747E-4	2.612E-4	0.0	2.174E-4	2.498E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92E-4	3.499E-4	0.0	
large shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.933E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0018846	0.0012199	0.0016727	0.0022043	7.244E-4	6.347E-4	0.0014993	0.0012434	5.76E-4	0.001075	5.145E-4	8.706E-4	8.523E-4	0.0015782	0.0011995	0.0036182	0.0025229	0.0021517	0.0033937	0.0041253	0.0035942	0.0037333	0.0024331	0.0010309	0.0059524	0.0194236	0.0194118	0.0105221	0.0152517	0.0106434	0.0113398	0.0093101	0.0094828	0.0041786	0.0014337	0.0041313	0.0044966	0.0034636	0.0019574	0.0034803	0.0013994	0.0016523	0.0019157	0.0033454	0.0011136	0.002352	0.0010497	0.0019332	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.223E-4	0.0	2.174E-4	7.494E-4	4.948E-4	2.447E-4	1.933E-4	2.799E-4	0.0016523	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.867E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Razorbill	0.0087161	0.0146386	0.0150544	0.0129807	0.0123144	0.0190416	0.0154923	0.0090146	0.0034562	0.0032249	0.0010291	3.483E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.998E-4	0.0027617	
Dovekie	0.0	6.099E-4	0.0025091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.193E-4	0.0	0.0	0.0	6.998E-4	0.0	
Thick-billed Murre	0.0	0.0036597	0.0036242	2.449E-4	0.0028975	0.0190416	0.0087456	0.0	2.88E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
large alcid sp.	0.0	0.0	0.0	2.449E-4	7.244E-4	3.174E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
alcid sp.	2.356E-4	6.099E-4	2.788E-4	0.0	3.622E-4	3.174E-4	0.0	3.108E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.762E-4	
Little Gull	0.0021201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035942	5.333E-4	0.0	0.0	0.0	0.0	5.882E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-legged Kittiwake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013534	5.598E-4	0.0	0.0	0.0	0.0	0.001568	0.0	0.0	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.155E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bonaparte's Gull	0.0336867	0.0225679	0.0178422	0.0173892	0.0126766	0.0038083	0.0027486	0.004041	0.0023041	0.0013437	0.0033445	0.0031343	0.0134242	0.0100612	0.0027416	0.002121	0.0046475	0.0045724	0.0035553	0.0020626	7.987E-4	5.333E-4	0.0	5.155E-4	0.0	0.0	0.0	4.047E-4	5.084E-4	0.0014514	4.2E-4	7.162E-4	8.621E-4	0.0	0.0	4.349E-4	9.993E-4	7.422E-4	4.894E-4	0.0081206	0.0047579	0.0072703	0.0063857	0.0108726	0.015219	0.0180321	0.0307908	0.0287213	
Black-headed Gull	0.0259128	0.0091491	0.0094787	0.0066128	0.0126766	0.0098381	0.0122439	0.0230028	0.0169931	0.0067186	0.0036017	0.0076615	2.131E-4	1.973E-4	5.141E-4	1.248E-4	1.328E-4	0.0	3.232E-4	1.875E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.598E-4	6.609E-4	6.386E-4	0.0022303	0.0096511	0.0117601	0.0073478	0.0190555	
Gray-hooded Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113314	0.0162684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chroicocephalus sp.	0.0	0.0	2.788E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Laughing Gull	0.001649	0.0	0.0	0.0	3.622E-4	0.0	0.0	0.0	0.0	8.062E-4	0.0110625	0.0607696	0.1708928	0.3124877	0.3934202	0.4556457	0.4332758	0.4319527	0.3988365	0.4507782	0.4888179	0.4570667	0.4975669	0.5273196	0.5747354	0.6102757	0.6358824	0.6098745	0.6263345	0.5766812	0.5073499	0.403915	0.3304598	0.24889	0.2195938	0.2491846	0.2408194	0.2196932	0.1800832	0.195669	0.1628883	0.2038995	0.1190932	0.064678	0.0334076	0.0192082	0.0055983	0.0013808	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086255	3.994E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0013219	0.0	0.0	0.0	0.0	0.0	0.0	
Laughing/Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.305E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Common Gull	7.067E-4	0.0027447	0.0013939	0.0039187	0.0010866	0.0050778	0.0037481	0.0037302	0.0020161	8.062E-4	0.0	0.0	0.0	9.864E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92E-4	0.0020994	0.0019332	
Short-billed Gull	0.0	0.0	0.003903	0.0031839	0.0014488	3.174E-4	2.499E-4	0.0	5.76E-4	5.375E-4	5.145E-4	1.741E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.424E-4	7.84E-4	0.0010497	0.0093897	
Ring-billed Gull	0.6308598	0.6492833	0.6621132	0.6529513	0.6501268	0.5963186	0.5547226	0.6254274	0.6016705	0.5415211	0.5315153	0.4717047	0.4225442	0.3622016	0.2698766	0.2253275	0.1696986	0.1783217	0.166128	0.1903244	0.1888978	0.1637333	0.1739659	0.1448454	0.1587302	0.1961153	0.2376471	0.2828814	0.3589222	0.3101113	0.2973541	0.2702316	0.237069	0.2063202	0.2064516	0.2609263	0.2810392	0.2968827	0.289699	0.3447409	0.4035824	0.5082617	0.5079821	0.5642598	0.5705271	0.6052528	0.6287614	0.6371168	
Black-headed x Ring-billed Gull (hybrid)	2.356E-4	9.149E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.285E-4	
American Herring Gull	0.5724382	0.5864593	0.6007806	0.5824149	0.5657371	0.519835	0.4790105	0.5517563	0.5181452	0.4791723	0.4638539	0.4314818	0.409333	0.4002762	0.33122	0.3181535	0.2830965	0.2868478	0.2803814	0.3438965	0.375	0.3589333	0.392944	0.4015464	0.4080688	0.4573935	0.4841176	0.4658033	0.4839858	0.4755685	0.4367913	0.3886369	0.3439655	0.2891094	0.2962963	0.3535551	0.35998	0.3629391	0.3542941	0.4097061	0.4354884	0.5353602	0.5284163	0.5681628	0.560876	0.5676205	0.5920224	0.5752555	
Great Black-backed Gull	0.3908127	0.410186	0.4159465	0.4019104	0.3777617	0.3208505	0.2833583	0.3130246	0.2926267	0.2480516	0.2503216	0.2375065	0.2017899	0.1714342	0.1202879	0.0990643	0.0897623	0.1027434	0.1199095	0.1985749	0.2388179	0.2309333	0.2402676	0.2252577	0.2440476	0.2807018	0.3182353	0.31121	0.3355363	0.3125302	0.2599748	0.2251134	0.1859195	0.137895	0.1271207	0.1626441	0.1741194	0.1679861	0.1521899	0.1927688	0.2104674	0.2894911	0.2717114	0.3320323	0.3207127	0.3375147	0.3824353	0.3822149	
Glaucous Gull	0.0063604	0.0076243	0.0052969	0.0102866	0.0079681	0.0041257	0.0034983	0.0015	0.0014401	0.0037624	0.0046308	0.001393	0.0038355	0.0019728	0.0013708	2.495E-4	9.295E-4	0.0	0.0	0.0	3.994E-4	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.424E-4	7.84E-4	0.0076977	0.013256	
American Herring x Glaucous Gull (hybrid)	0.0	9.149E-4	5.576E-4	4.898E-4	0.0	3.174E-4	0.0	0.0012434	0.0	0.0	0.0	0.0	0.0	0.0	1.714E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Black-backed Gull	0.019788	0.0158585	0.0161695	0.012001	0.0119522	0.0098381	0.0062469	0.0096363	0.0037442	0.0051062	0.0033445	0.0050496	0.0044747	0.0027619	0.0022276	0.0017467	0.0023901	6.724E-4	0.0014544	0.0011251	0.0023962	0.0016	6.083E-4	0.0025773	0.0039683	0.0025063	0.0017647	0.0060704	0.0122013	0.0014514	0.00126	0.0021485	0.0014368	0.001567	9.558E-4	0.0032616	0.0054959	0.0059377	0.0026915	0.0052204	0.0083963	0.0148711	0.0063857	0.0094787	0.0111359	0.0121521	0.0045486	0.01657	
American Herring x Lesser Black-backed Gull (hybrid)	0.0	9.149E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.92E-4	0.0	2.762E-4	
Herring complex/Lesser Black-backed Gull	0.0	3.05E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.762E-4	
California Gull	0.0	0.0	2.788E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Iceland Gull	0.0171967	0.0219579	0.025927	0.023757	0.0137631	0.0152333	0.0114943	0.0146099	0.0031682	0.0029562	0.006689	0.0074874	0.0049009	0.0043401	0.0017135	4.991E-4	3.984E-4	0.0010758	0.0012928	0.0013126	0.0011981	5.333E-4	6.083E-4	5.155E-4	0.0	6.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012771	0.0050181	0.0048255	0.0082321	0.0220434	0.0160177	
white-winged gull sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.741E-4	2.131E-4	1.973E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Larus sp.	0.0221437	0.0231778	0.0203513	0.0289003	0.0235422	0.020311	0.015992	0.0258004	0.0256336	0.0306369	0.0203242	0.0233328	0.0193906	0.0171631	0.0133653	0.0089832	0.0082326	0.007262	0.0069489	0.0088131	0.0119808	0.0042667	0.0048662	0.0113402	0.0085979	0.0093985	0.0164706	0.0113314	0.0111845	0.0087083	0.0109198	0.0105037	0.0066092	0.0086184	0.0095579	0.0110894	0.007994	0.0086591	0.0127233	0.0143078	0.020431	0.02115	0.0287356	0.028436	0.0319228	0.0313603	0.0269419	0.0386634	
