









Frequency of observations in the selected location(s).:
Number of taxa: 	588

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Mandarin Duck	0.0	0.0	0.0	4.898E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.687E-4	0.0054026	0.005572	0.030684	0.0295916	0.0128513	0.0232065	0.0051786	0.0021517	4.848E-4	1.875E-4	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.084E-4	9.676E-4	4.2E-4	0.0047744	0.0074713	0.0052233	0.0081243	0.0067406	0.0047464	0.0039584	0.0036702	7.734E-4	5.598E-4	0.0016523	3.193E-4	0.0041818	3.712E-4	3.92E-4	0.0	0.0	
Northern Shoveler	0.2040047	0.2049405	0.191525	0.2094048	0.2307135	0.2291336	0.2141429	0.2384209	0.2597926	0.2163397	0.2323128	0.1702943	0.1676966	0.082462	0.0281014	0.0121023	9.295E-4	6.724E-4	1.616E-4	3.75E-4	0.0011981	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	8.4E-4	0.0076391	0.016954	0.0321233	0.0415771	0.0624049	0.0704472	0.0962395	0.1301688	0.1276102	0.1752029	0.171844	0.1653895	0.1647616	0.1870824	0.1948256	0.1784465	0.1883458	
Gadwall	0.1578327	0.1637694	0.1814887	0.2003429	0.1977544	0.157093	0.1384308	0.1495182	0.1650346	0.1198603	0.1139696	0.0990771	0.0705306	0.0428092	0.0286155	0.0218341	0.0156686	0.0217859	0.0208468	0.0352522	0.0467252	0.0378667	0.0498783	0.0195876	0.0185185	0.0100251	0.0094118	0.0064751	0.0061007	0.0096759	0.0037799	0.0057293	0.0086207	0.0057456	0.0083632	0.0102196	0.0127404	0.0160811	0.0266699	0.0286156	0.0640918	0.0730337	0.0983397	0.1195986	0.1139569	0.125441	0.1546536	0.1563104	
Eurasian Wigeon	0.0058893	0.0064044	0.007806	0.0095518	0.0083303	0.0126944	0.0092454	0.0130556	0.014977	0.0155872	0.0092616	0.0090545	0.0049009	5.918E-4	1.714E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.174E-4	0.0	0.0	0.0012234	0.0030936	0.0011195	0.004957	0.0047893	0.0036242	0.0074239	0.00588	0.0090973	0.0044187	
American Wigeon	0.1097762	0.1296127	0.1279621	0.1484203	0.1553785	0.1450333	0.1271864	0.1476531	0.1546659	0.1206665	0.1101106	0.08358	0.0496484	0.027027	0.0111378	0.003743	0.0	1.345E-4	0.0011312	1.875E-4	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011494	0.0026116	0.0057348	0.0086975	0.0144891	0.0207818	0.0276486	0.0494973	0.0713686	0.0991408	0.0980204	0.1045442	0.1187825	0.1321051	0.1494052	0.1320077	
Eurasian x American Wigeon (hybrid)	0.0021201	0.0015249	0.003903	0.0041636	0.0025353	0.0012694	9.995E-4	0.0027976	0.0025922	5.375E-4	0.0	1.741E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.933E-4	0.0019591	0.0016523	0.00447	0.003903	0.0022272	0.00588	0.0048985	0.0013808	
Eurasian/American Wigeon	0.0	0.0	0.0	0.0	3.622E-4	0.0	0.0	0.0	2.88E-4	0.0	0.0	1.741E-4	2.131E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.579E-4	0.0	0.0	0.0	0.0	0.0	
Mallard	0.4954064	0.4800244	0.4672428	0.4817536	0.4831583	0.4735005	0.4625187	0.5138328	0.530818	0.5235152	0.5487523	0.5383946	0.5834221	0.5762478	0.5764222	0.5775421	0.5264905	0.5092792	0.4801228	0.5002813	0.4884185	0.4538667	0.4190998	0.3587629	0.3220899	0.2637845	0.2352941	0.2363416	0.2516523	0.2636672	0.2805544	0.2793029	0.3094828	0.3167929	0.3139785	0.3426832	0.3354984	0.3406729	0.3599217	0.3642691	0.4217744	0.4500991	0.4466794	0.4482855	0.4554566	0.4900039	0.4622113	0.4675504	
Muscovy Duck x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.741E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92E-4	0.0	0.0	
American Black Duck	0.3415783	0.3711497	0.395874	0.3779084	0.3799348	0.3373532	0.3050975	0.3671122	0.359159	0.2905133	0.2876254	0.2554414	0.2049861	0.1558493	0.1303975	0.0913288	0.0754216	0.0645508	0.0615708	0.0744422	0.0858626	0.0826667	0.0930657	0.0829897	0.0800265	0.0776942	0.0788235	0.0906516	0.0874428	0.1078858	0.098278	0.0899976	0.1083333	0.1128232	0.1285544	0.1463362	0.1603797	0.1669965	0.183264	0.203983	0.2513294	0.2941176	0.2895913	0.305269	0.296585	0.3528028	0.3824353	0.3496272	
Mallard x American Black Duck (hybrid)	0.0325088	0.0350717	0.0451631	0.0362479	0.0300616	0.0323707	0.0304848	0.0376127	0.0400346	0.0341306	0.0339594	0.0296013	0.0257831	0.0147958	0.0183345	0.0164691	0.0095605	0.0092792	0.0098578	0.0065629	0.0095847	0.0037333	0.0079075	0.0030928	0.0072751	0.0031328	0.0064706	0.0036423	0.0025419	0.0043541	0.0058799	0.0019098	0.0054598	0.0057456	0.0040621	0.0063057	0.0057457	0.0089065	0.0083191	0.0141145	0.0179121	0.0214805	0.0239464	0.0253694	0.0252413	0.0321443	0.0262421	0.031483	
Mallard/American Black Duck	0.0047114	0.0051845	0.0061333	0.0080823	0.0047084	0.0069819	0.0042479	0.0071495	0.0054724	0.0077936	0.0097762	0.0074874	0.0085233	0.0049319	0.0039411	0.0043668	0.0041163	0.0032275	0.0029089	0.0041253	0.0027955	0.0037333	0.0060827	0.0030928	0.0079365	0.0081454	0.0111765	0.0097127	0.0101678	0.0087083	0.0088198	0.005968	0.0066092	0.0057456	0.0040621	0.0067406	0.0057457	0.0044532	0.0031808	0.0069606	0.0086762	0.0115664	0.0102171	0.0128241	0.013363	0.0086241	0.0090973	0.0091135	
White-cheeked Pintail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92E-4	0.0	0.0	
Northern Pintail	0.0087161	0.010674	0.0128241	0.0129807	0.0105034	0.0082513	0.0084958	0.0074604	0.0080645	0.0077936	0.0051454	0.004179	0.0029832	0.0031564	8.568E-4	0.0012477	1.328E-4	0.0	0.0	1.875E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.747E-4	2.612E-4	7.168E-4	4.349E-4	0.0017487	0.0027214	0.0017127	0.0025135	0.0013994	0.010575	0.0140485	0.0080848	0.0063103	0.0086241	0.0174948	0.0091135	
Mallard x Northern Pintail (hybrid)	0.0	0.0	0.0	2.449E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-winged Teal	0.0094229	0.010674	0.0119877	0.0129807	0.0144875	0.0174548	0.0144928	0.0158533	0.0264977	0.0295619	0.0282995	0.030646	0.0245046	0.0130203	0.0082248	0.0039925	0.0015934	0.0010758	3.232E-4	3.75E-4	0.0011981	0.0	0.0	0.0	0.0013228	0.0	0.0	4.047E-4	5.084E-4	9.676E-4	0.00126	0.0031034	0.008046	0.0078349	0.0145759	0.0189172	0.0354734	0.039337	0.021287	0.0365429	0.0375035	0.0353602	0.0312899	0.0242543	0.0167038	0.0145041	0.0171449	0.0107705	
Anas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.083E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.174E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
teal sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.874E-4	0.0	0.0	0.0	2.498E-4	2.474E-4	2.447E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
dabbling duck sp.	7.067E-4	9.149E-4	0.0011151	9.797E-4	0.0018109	3.174E-4	0.0014993	0.0	0.0	0.0013437	0.0010291	0.0010448	4.262E-4	3.946E-4	6.854E-4	6.238E-4	2.656E-4	5.379E-4	6.464E-4	1.875E-4	0.0	0.0	0.0	0.0010309	0.0013228	0.0018797	0.0017647	8.094E-4	0.0040671	4.838E-4	8.4E-4	0.0021485	0.0017241	5.223E-4	9.558E-4	0.0013046	9.993E-4	2.474E-4	9.787E-4	9.667E-4	0.0011195	3.305E-4	9.579E-4	5.576E-4	7.424E-4	7.84E-4	0.0010497	0.001657	
Canvasback	0.0021201	0.0060994	0.0052969	0.0056331	0.0083303	0.0057125	0.0047476	0.0046627	0.0074885	0.0032249	0.0015436	6.965E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.788E-4	3.712E-4	0.003528	0.0118964	0.001657	
Redhead	0.0051826	0.0033547	0.0114302	0.0171443	0.0217313	0.007934	0.0087456	0.0077712	0.0103687	0.0067186	0.0084898	0.0034825	2.131E-4	0.0	0.0	0.0	0.0	4.034E-4	3.232E-4	5.625E-4	3.994E-4	0.0010667	0.0018248	5.155E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011601	2.799E-4	0.0	3.193E-4	0.0025091	3.712E-4	0.001568	0.0	0.0052472	
Ring-necked Duck	0.0188457	0.0128088	0.0086423	0.0210629	0.0213691	0.0403047	0.0257371	0.0696301	0.1175115	0.104273	0.1170569	0.0924604	0.0747922	0.0240679	0.0054832	0.0056145	7.967E-4	0.0014793	0.0011312	7.5E-4	7.987E-4	0.0010667	0.0018248	0.0056701	0.0013228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.612E-4	0.0021505	0.0047836	0.0059955	0.0071747	0.0083191	0.0116009	0.0209908	0.032386	0.0258621	0.0236967	0.0289532	0.0266562	0.0349895	0.0168462	
Greater Scaup	0.1257951	0.1503507	0.1753555	0.1692383	0.1658819	0.1567756	0.145927	0.1414361	0.1451613	0.0983607	0.0859275	0.0553718	0.0328148	0.0171631	0.0101097	0.0047411	0.0027885	0.0025551	0.0021008	0.0041253	0.0027955	0.0026667	0.0054745	0.0020619	0.0059524	0.0	0.0035294	0.0060704	0.0040671	9.676E-4	0.0021	4.774E-4	0.0014368	5.223E-4	0.0014337	8.698E-4	0.0042468	0.0027214	0.0014681	0.004447	0.0058774	0.0128883	0.0191571	0.0289936	0.0415739	0.0666405	0.109867	0.1231704	
Lesser Scaup	0.0786808	0.0869167	0.0945079	0.0754347	0.0775081	0.0720406	0.061969	0.067765	0.0717166	0.0429992	0.0496527	0.02786	0.020456	0.0063129	0.0047978	0.0022458	2.656E-4	5.379E-4	8.08E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	2.387E-4	0.0	7.835E-4	0.0011947	2.174E-4	0.0	2.474E-4	2.447E-4	0.0013534	0.0061573	0.0125578	0.0159642	0.0281572	0.0337788	0.0548804	0.0584325	0.0505385	
Greater/Lesser Scaup	0.0277974	0.0326319	0.0479509	0.0455547	0.0492575	0.0399873	0.0387306	0.0400995	0.0403226	0.0268745	0.0236686	0.0158454	0.0112934	0.0076938	0.0023989	6.238E-4	3.984E-4	1.345E-4	0.0	1.875E-4	3.994E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2E-4	0.0	0.0	0.0	0.0	2.174E-4	2.498E-4	2.474E-4	2.447E-4	9.667E-4	0.0019591	0.0033047	0.006705	0.0094787	0.0167038	0.0211682	0.0251924	0.0372825	
