









Frequency of observations in the selected location(s).:
Number of taxa: 	540

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Long-tailed Duck	0.0022084	2.72E-4	0.0011328	0.0256877	2.942E-4	0.0016901	0.0023244	0.0015	0.0028711	0.0050275	2.215E-4	7.495E-4	8.206E-4	0.0016227	1.318E-4	0.0	2.357E-4	7.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.761E-4	8.652E-4	0.0063913	0.0018224	0.0022917	6.024E-4	0.0015768	5.817E-4	2.27E-4	
Bufflehead	0.2389078	0.20321	0.2611158	0.2368528	0.2344807	0.2101408	0.2014463	0.1993107	0.1883434	0.1817094	0.1710235	0.1638435	0.1416379	0.1093982	0.0913284	0.0577752	0.0209774	0.007424	0.0042843	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.072E-4	0.0	0.0024084	0.0241546	0.1105343	0.1231563	0.1221036	0.1439583	0.126506	0.1296121	0.13758	0.2018161	
Common Goldeneye	0.0092351	0.0106094	0.009629	0.0337783	0.0167696	0.0092958	0.008781	0.0054566	0.0060293	0.0052669	0.0048737	0.0019487	3.282E-4	2.705E-4	1.318E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051914	2.458E-4	5.207E-4	0.00125	6.024E-4	0.0066225	0.0046539	0.0072645	
Common x Barrow's Goldeneye (hybrid)	0.0	0.0	2.832E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hooded Merganser	0.1929331	0.1531556	0.1976777	0.2105583	0.1838776	0.1611268	0.1237087	0.1140149	0.0999139	0.0948049	0.0766504	0.0698546	0.052191	0.0187965	0.0131787	0.0017902	3.928E-4	2.32E-4	9.74E-5	6.514E-4	5.629E-4	0.0019106	0.0015	0.0011512	0.0020587	5.214E-4	0.0041841	0.0010067	0.0	0.0015552	0.0034188	0.0034191	2.346E-4	7.184E-4	0.0024127	0.0019541	0.0033794	0.0012802	0.0075692	0.0325742	0.092148	0.116765	0.122364	0.13875	0.138253	0.1135289	0.1186736	0.1595914	
Common Merganser	0.0180687	0.0106094	0.0300198	0.049555	0.0326567	0.0264789	0.018595	0.020965	0.0123457	0.0100551	0.0062029	1.499E-4	3.282E-4	0.0	2.636E-4	2.441E-4	1.571E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.761E-4	0.0010815	0.0012291	0.0020828	0.0029167	0.0090361	0.0091454	0.0052356	0.0138479	
Red-breasted Merganser	0.0748846	0.0750816	0.0968564	0.0942557	0.0897323	0.0938028	0.1118285	0.1010913	0.0947459	0.077807	0.0744351	0.058462	0.0416872	0.0273158	0.0171323	0.0056962	0.0032998	0.0017013	9.74E-5	2.606E-4	0.0	0.0	0.0015	0.0	5.147E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.608E-4	0.0	0.0	8.001E-4	3.441E-4	0.0026225	0.0032446	0.0039331	0.0078105	0.0289583	0.0177711	0.0324819	0.0456661	0.0740068	
Common/Red-breasted Merganser	0.0026099	0.0021763	0.0022656	0.0034385	0.0038247	0.003662	0.0012913	0.0020103	0.0028711	9.576E-4	0.0015507	8.994E-4	6.565E-4	2.705E-4	3.954E-4	2.441E-4	3.143E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.888E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72E-4	2.761E-4	0.0	9.833E-4	0.0015621	8.333E-4	0.0012048	3.154E-4	0.0011635	4.54E-4	
merganser sp.	0.0	0.0	2.832E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.215E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck	0.2138125	0.1757345	0.2220334	0.2057039	0.1223889	0.1104225	0.1237087	0.1355543	0.1237439	0.1043811	0.1065574	0.1164743	0.1078287	0.0820825	0.0682657	0.0336073	0.0227058	0.010904	0.0079844	0.0016936	0.0025331	0.0019106	0.0025862	7.675E-4	0.001544	0.0036496	0.0031381	6.711E-4	0.0	3.888E-4	0.0010256	2.011E-4	4.692E-4	5.388E-4	0.0022519	0.0058624	0.0156682	0.0318451	0.0622742	0.0781228	0.1237292	0.1189774	0.117938	0.1302083	0.1216867	0.106591	0.1204188	0.1639047	
duck sp.	0.0048183	0.0068009	0.0033985	0.0046521	0.0064725	0.0056338	0.0056818	0.0051694	0.0054551	0.0062246	0.0062029	0.004647	0.0044313	0.0025693	0.002504	0.0026853	0.0011785	0.001624	0.0012658	0.0016936	0.0016887	0.0049675	0.0017241	0.0046048	0.0051467	0.0036496	0.0020921	0.0057047	0.0077253	0.003888	0.0051282	0.0052293	0.0056298	0.0066451	0.0027344	0.0036477	0.0041475	0.0049608	0.0070532	0.0071774	0.0095176	0.0071288	0.0062484	0.0058333	0.0078313	0.0063072	0.0049447	0.0072645	
waterfowl sp.	2.008E-4	0.0	0.0	4.045E-4	5.884E-4	2.817E-4	0.0	2.872E-4	2.871E-4	2.394E-4	2.215E-4	0.0	1.641E-4	1.352E-4	0.0	8.14E-5	7.86E-5	7.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.801E-4	3.441E-4	2.761E-4	8.652E-4	0.0012291	0.0013017	4.167E-4	0.0	6.307E-4	0.0	0.0	
Helmeted Guineafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Bobwhite	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey	0.0012046	0.0010881	2.832E-4	2.023E-4	0.0	2.817E-4	7.748E-4	2.872E-4	2.871E-4	2.394E-4	0.0015	8.994E-4	6.565E-4	0.0013523	0.0060622	0.0044755	0.0024356	0.0024747	0.0015579	0.0019541	0.0011258	0.0011464	0.0012931	7.675E-4	0.0020587	5.214E-4	0.0020921	3.356E-4	8.584E-4	0.0015552	3.419E-4	0.0012068	9.383E-4	0.0012572	0.0022519	0.0013028	0.0024578	0.0011202	0.0018923	0.0012422	0.0015142	7.375E-4	0.0010414	0.0020833	0.0012048	0.0028382	0.0023269	0.0015891	
Ring-necked Pheasant	0.0	0.0	0.0015	0.0	0.0015	0.0	2.583E-4	0.0	0.0	2.394E-4	0.0015	1.499E-4	6.565E-4	2.705E-4	6.589E-4	9.765E-4	6.285E-4	3.867E-4	6.816E-4	5.211E-4	0.0	0.0	4.31E-4	0.0	0.0	0.0	5.23E-4	0.0	0.0	0.0	0.0015	0.0	2.346E-4	0.0	0.0	1.303E-4	0.0	3.201E-4	0.0	0.0	0.0	2.458E-4	0.0	0.0015	0.0	0.0	0.0	2.27E-4	
Indian Peafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86E-5	0.0	0.0	0.0	0.0	0.0	4.31E-4	0.0	0.0	0.0	0.0	0.0	4.292E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Junglefowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.394E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
old world quail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon	0.5543064	0.5511425	0.510337	0.5036408	0.4933804	0.5073239	0.541064	0.5577254	0.5590009	0.570984	0.577315	0.5903163	0.5964221	0.6102772	0.6242752	0.6274717	0.6339566	0.626247	0.6179163	0.6341845	0.6898396	0.6752006	0.6961207	0.6811205	0.6922285	0.6976017	0.6872385	0.6798658	0.6733906	0.6784603	0.6516239	0.6351569	0.615529	0.6025503	0.6231301	0.6085201	0.6056836	0.5895343	0.5716498	0.5608006	0.556565	0.5597345	0.5376204	0.556875	0.5572289	0.5588143	0.58726	0.5246311	
Eurasian Collared-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.837E-4	0.0020587	0.0057351	0.0041841	3.356E-4	0.0	3.888E-4	0.0	0.0	2.346E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.603E-4	6.25E-4	3.012E-4	3.154E-4	0.0	4.54E-4	
African Collared-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.214E-4	5.23E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian/African Collared-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Streptopelia sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14E-5	7.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Diamond Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.815E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-winged Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Dove	0.369203	0.3152884	0.3106769	0.3042071	0.2936158	0.3101408	0.3473657	0.3667433	0.3896067	0.4206368	0.422685	0.4819367	0.5084523	0.5399594	0.5764365	0.603792	0.6134507	0.5929162	0.575073	0.5676133	0.5311005	0.4898739	0.5137931	0.5249424	0.505404	0.5015641	0.4932008	0.5104027	0.5669528	0.566874	0.6071795	0.5989541	0.5829228	0.5702227	0.5742319	0.5367379	0.5341014	0.5028004	0.4844314	0.4552105	0.4250487	0.4144543	0.4386878	0.4052083	0.4120482	0.3989278	0.4019779	0.3668558	
pigeon/dove sp.	2.008E-4	2.72E-4	0.0	0.0012136	5.884E-4	0.0011268	0.0023244	5.744E-4	0.0	0.0015	4.431E-4	1.499E-4	9.847E-4	1.352E-4	3.954E-4	4.882E-4	4.714E-4	3.867E-4	6.816E-4	2.606E-4	0.0	0.0	0.0	0.0011512	5.147E-4	0.0	5.23E-4	0.0	8.584E-4	7.776E-4	0.0010256	0.0015	2.346E-4	1.796E-4	4.825E-4	2.606E-4	4.608E-4	1.6E-4	0.0	2.761E-4	4.326E-4	4.916E-4	0.0	2.083E-4	3.012E-4	3.154E-4	2.909E-4	0.0	
Yellow-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318E-4	9.765E-4	0.0146135	0.0228907	0.02074	0.0115946	0.0081621	0.0045854	4.31E-4	0.0026861	5.147E-4	0.0046924	0.001569	3.356E-4	0.0060086	0.0081649	0.0129915	0.0132743	0.019939	0.0290948	0.0160849	0.0183689	0.0211982	0.0228837	0.0027525	8.282E-4	6.489E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318E-4	0.002604	0.0100566	0.0133787	0.0185005	0.0080771	0.005629	0.0019106	8.621E-4	3.837E-4	5.147E-4	5.214E-4	0.0	0.0016779	0.0038627	0.0046656	0.0071795	0.0062349	0.0154821	0.012033	0.0030561	0.0035175	0.0021505	0.0022404	0.0024084	2.761E-4	2.163E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed/Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.928E-4	0.0010827	5.842E-4	3.908E-4	5.629E-4	3.821E-4	4.31E-4	0.0	0.0	0.0	0.0	0.0	8.584E-4	3.888E-4	3.419E-4	0.0	7.037E-4	0.0044899	8.042E-4	3.908E-4	4.608E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Coccyzus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.592E-4	0.0	1.303E-4	0.0	0.0	0.0	1.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318E-4	1.627E-4	0.0017285	0.014152	0.0219085	0.0095102	0.0033774	3.821E-4	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015552	0.0017094	0.0114642	0.0100868	0.0298132	0.0221972	0.0071652	0.0059908	0.0016003	6.881E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chuck-will's-widow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0085193	0.0050079	0.0	0.0075424	0.011832	0.007887	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Whip-poor-will	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.589E-4	0.0035804	7.071E-4	0.0017013	9.74E-5	2.606E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037532	7.184E-4	0.0048255	0.0044294	0.0061444	0.0	0.0	1.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
nightjar sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346E-4	0.0	0.0	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chimney Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.499E-4	1.641E-4	6.761E-4	0.0175277	0.1357311	0.2882621	0.3329982	0.3737098	0.3896561	0.3456234	0.3110432	0.3056034	0.2931696	0.2768914	0.2726799	0.2672594	0.2697987	0.2875536	0.2741058	0.2430769	0.230893	0.1862538	0.2449713	0.2412739	0.2406201	0.1827957	0.1019363	0.0326854	0.0136646	0.0041099	0.0012291	5.207E-4	2.083E-4	0.0	0.0	0.0	0.0	
small swift sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.608E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.352E-4	1.318E-4	0.0153796	0.0414833	0.0487975	0.0321324	0.0195414	0.0067549	0.0042033	0.0034483	0.0015349	0.009264	0.0130344	0.0146444	0.0124161	0.0188841	0.0311042	0.0588034	0.1279163	0.1651419	0.2645474	0.2678141	0.1628452	0.0470046	0.012482	0.0166867	0.0060732	2.163E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-chinned Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0497266	0.0164583	0.0027108	0.0063072	0.0020361	0.0	
Calliope Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0018072	6.307E-4	0.0017452	4.54E-4	
Rufous Hummingbird	0.003413	0.0027203	2.832E-4	0.0020227	0.0011768	0.0014085	7.748E-4	5.744E-4	0.0017227	0.0014364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.916E-4	0.0023431	0.0	3.012E-4	6.307E-4	0.0029087	0.0015891	
Rufous/Allen's Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.458E-4	2.603E-4	0.0015	0.0	0.0	0.0015	0.0	
hummingbird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.608E-4	0.0	0.0	1.6E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Clapper Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.137E-4	1.571E-4	0.0034027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
King/Clapper Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0170688	0.0048682	0.0063258	0.0014647	0.0062854	7.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.037E-4	0.0046695	1.608E-4	0.0042991	0.0079877	6.401E-4	0.0044727	0.0022084	0.0073545	0.0049164	0.0	0.0060417	0.0	0.0	0.0	0.0	
Sora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015713	0.0	0.0	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046915	0.0019756	0.014959	0.0069046	0.003533	0.0073612	0.0053329	0.0022084	0.0017305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318E-4	0.0	2.357E-4	0.0010053	4.869E-4	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.692E-4	1.796E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Coot	0.1832965	0.1512514	0.1968281	0.1856796	0.1691674	0.1473239	0.1180269	0.1177484	0.1059432	0.1098875	0.1030128	0.1005846	0.0866568	0.0604462	0.0397997	0.0233542	0.0031427	0.0045627	0.0016553	0.0018239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.023E-4	7.037E-4	0.002694	0.0051472	0.003778	0.0061444	0.0086414	0.0172028	0.0408558	0.0893359	0.0966077	0.0848737	0.095	0.098494	0.0980763	0.0930774	0.1409762	
Purple Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rail/crake sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346E-4	8.98E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sandhill Crane	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	2.872E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72E-4	0.0	0.0	0.0	5.207E-4	2.083E-4	0.0015	0.0	0.0	0.0	
American Avocet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Oystercatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.215E-4	0.0011992	6.565E-4	2.705E-4	5.271E-4	1.627E-4	4.714E-4	3.867E-4	9.74E-5	5.211E-4	0.0	0.0026748	0.0012931	7.675E-4	0.0	0.0010428	0.0	0.0013423	8.584E-4	0.0	6.838E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.761E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86E-5	0.0	2.921E-4	5.211E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.888E-4	0.0	2.011E-4	0.0	1.796E-4	0.0	1.303E-4	0.0	3.201E-4	1.72E-4	1.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346E-4	0.0	1.608E-4	2.606E-4	0.0	0.0049608	1.72E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer	0.0024092	0.0046246	0.0104786	0.0012136	0.002942	0.0059155	0.0059401	0.0201034	0.0226816	0.0220254	0.0254763	0.0191875	0.0150993	0.0133874	0.0147601	0.0126129	0.0151634	0.0139974	0.0205453	0.0326993	0.0315227	0.035919	0.0456897	0.0460476	0.0488935	0.052659	0.0617155	0.0600671	0.0656652	0.0466563	0.0362393	0.0251408	0.02768	0.016523	0.0156024	0.019802	0.0147465	0.0208033	0.0099776	0.0082816	0.0064893	0.0049164	0.0039052	0.0045833	0.0024096	0.0037843	0.0029087	0.0036322	
