









Frequency of observations in the selected location(s).:
Number of taxa: 	540

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cackling/Canada Goose	6.023E-4	2.72E-4	2.832E-4	2.023E-4	5.884E-4	0.0014085	0.0012913	5.744E-4	0.0	4.788E-4	4.431E-4	2.998E-4	0.0	1.352E-4	0.0015	4.069E-4	1.571E-4	1.547E-4	9.74E-5	2.606E-4	5.629E-4	3.821E-4	0.0	0.0	0.0	5.214E-4	0.0	0.0015	0.0	0.0	0.0	2.011E-4	0.0	0.0	3.217E-4	1.303E-4	4.608E-4	4.801E-4	3.441E-4	0.0015	4.326E-4	4.916E-4	5.207E-4	0.00125	9.036E-4	9.461E-4	5.817E-4	6.81E-4	
Branta sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.871E-4	0.0015	2.215E-4	0.0	0.0	0.0	1.318E-4	3.255E-4	2.357E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	2.346E-4	1.796E-4	3.217E-4	0.0	0.0	0.0	3.441E-4	2.761E-4	0.0	2.458E-4	2.603E-4	0.0	3.012E-4	6.307E-4	0.0	0.0	
Mute Swan	0.0102389	0.0168662	0.0079298	0.0133495	0.0085319	0.0225352	0.0253099	0.0080414	0.0071777	0.0057458	0.0079752	0.0080947	0.0082061	0.0048682	0.0050079	0.008707	0.0158705	0.004176	0.003408	0.0045597	0.0039403	0.0022927	0.0056034	0.0053722	0.004632	0.0036496	0.0052301	0.0033557	0.0051502	0.001944	0.0020513	0.0040225	0.0049261	0.0052083	0.0048255	0.0082074	0.0070661	0.0080013	0.0053329	0.0096618	0.0093013	0.0127827	0.0065087	0.0116667	0.0069277	0.0081993	0.0095986	0.0097616	
Tundra Swan	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72E-4	0.0	0.0	0.0	0.0	4.167E-4	0.0	0.0	0.0	0.0	
swan sp.	0.0	5.441E-4	2.832E-4	2.023E-4	0.0	5.634E-4	2.583E-4	0.0	0.0	0.0	2.215E-4	0.0015	0.0	0.0	0.0	0.0	7.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.603E-4	2.083E-4	3.012E-4	0.0	0.0	0.0	
goose sp.	4.015E-4	2.72E-4	2.832E-4	6.068E-4	0.0	5.634E-4	0.0015496	0.001436	0.0011484	0.0016758	0.0	4.497E-4	4.924E-4	2.705E-4	3.954E-4	3.255E-4	6.285E-4	7.73E-5	6.816E-4	3.908E-4	5.629E-4	3.821E-4	4.31E-4	0.0	5.147E-4	0.0	0.0	0.0	8.584E-4	0.0015	0.0	2.011E-4	2.346E-4	1.796E-4	4.825E-4	2.606E-4	4.608E-4	6.401E-4	0.0022364	0.0012422	6.489E-4	9.833E-4	0.0015621	0.0014583	0.003012	0.0022075	0.0026178	6.81E-4	
Muscovy Duck	0.0078298	0.0106094	0.0048145	0.0040453	0.0038247	0.0014085	0.0023244	0.0028719	0.0028711	0.0026335	6.646E-4	0.0010493	0.0011489	6.761E-4	5.271E-4	4.882E-4	7.86E-5	6.187E-4	2.921E-4	3.908E-4	2.815E-4	3.821E-4	4.31E-4	0.0015	0.0010293	0.0	0.001046	0.0016779	4.292E-4	0.0011664	0.0047863	8.045E-4	9.383E-4	0.0019756	0.002091	0.0011725	0.0023041	0.0017603	0.0020643	0.0016563	0.0019468	0.0019666	0.0031242	0.0027083	0.0033133	0.0028382	0.0055265	0.0049943	
Wood Duck	0.1035937	0.0963003	0.1112999	0.1227751	0.0941453	0.0859155	0.0738636	0.0850086	0.0786678	0.0938473	0.0664599	0.0807975	0.0679468	0.0420554	0.036505	0.0416633	0.0230987	0.0187147	0.0161636	0.0224075	0.0239234	0.0221628	0.0206897	0.0268611	0.0319094	0.0234619	0.0251046	0.0302013	0.0339056	0.0248834	0.0379487	0.0267498	0.0330753	0.0325072	0.0217147	0.0222772	0.0365591	0.0480077	0.0614141	0.0726018	0.0919316	0.0801377	0.073158	0.0779167	0.0689759	0.0633869	0.0599186	0.0808173	
Mandarin Duck	0.0036137	0.0046246	0.0031153	0.0012136	0.0023536	8.451E-4	0.0018079	8.616E-4	0.0017227	0.0014364	0.0015507	4.497E-4	0.0	0.0	0.0	0.0	7.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.001E-4	0.0	0.0017943	0.0056241	0.0034415	0.0028638	0.0045833	0.0045181	0.0100915	0.0061082	0.0074915	
Blue-winged Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.282E-4	0.0	0.0032947	2.441E-4	4.714E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0057559	0.0	0.0	0.0	0.0	8.584E-4	0.0108865	0.0023932	6.034E-4	4.692E-4	0.0016164	0.0043429	0.0029964	0.0107527	0.0	8.601E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler	0.2756475	0.2279652	0.2469555	0.269822	0.2486025	0.2402817	0.2239153	0.2145319	0.2167672	0.2537706	0.2239699	0.2127117	0.1887412	0.1331981	0.0997628	0.0358044	0.0171276	0.006496	8.763E-4	0.0029964	5.629E-4	0.0015	4.31E-4	7.675E-4	0.0	0.0	0.0	3.356E-4	0.0012876	3.888E-4	0.002735	0.0042237	0.0084448	0.014727	0.0160849	0.0333507	0.0572965	0.0990558	0.1140547	0.1291925	0.1812676	0.1823992	0.172351	0.19625	0.2012048	0.1807001	0.1783013	0.2281498	
Gadwall	0.1268822	0.1001088	0.1033702	0.0938511	0.0738452	0.0740845	0.0823864	0.1122918	0.086994	0.0773282	0.0859548	0.0736022	0.0873133	0.0815416	0.0972588	0.083652	0.0850094	0.0914082	0.0799416	0.0747785	0.0638897	0.0561712	0.0551724	0.052571	0.0463201	0.0406674	0.0282427	0.0328859	0.0261803	0.0221617	0.0280342	0.0287611	0.0354211	0.0576509	0.0747949	0.0803804	0.0960061	0.1121779	0.1126785	0.099931	0.0945274	0.0870206	0.0757615	0.078125	0.063253	0.0655944	0.0622455	0.0828604	
Eurasian Wigeon	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Wigeon	4.015E-4	2.72E-4	0.0016992	0.0012136	0.0011768	0.0025352	0.0025826	0.0017231	8.613E-4	0.0055063	0.0064245	0.0037476	0.0014771	0.0	2.636E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.217E-4	3.908E-4	0.0030722	0.0073612	0.0015483	0.0020704	2.163E-4	0.0049164	5.207E-4	0.0010417	9.036E-4	0.0015768	5.817E-4	0.0027242	
Mallard	0.4824332	0.4474973	0.4820164	0.4605583	0.4630774	0.4569014	0.4540289	0.4658242	0.4596612	0.4864735	0.4714222	0.5191126	0.5251928	0.513455	0.5395361	0.5592807	0.5491829	0.5192947	0.5099318	0.5059927	0.466085	0.418418	0.4077586	0.4155794	0.3839424	0.3383733	0.3410042	0.3510067	0.395279	0.3946345	0.4061538	0.3899839	0.3790758	0.3591954	0.3786392	0.3587806	0.3646697	0.3783005	0.3886117	0.38951	0.41618	0.4174041	0.407446	0.4229167	0.4054217	0.3878903	0.3917976	0.430647	
Muscovy Duck x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.592E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.489E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Black Duck	0.1188516	0.1074538	0.1316907	0.1233819	0.1097382	0.0969014	0.0893595	0.1099943	0.0801034	0.067752	0.0655738	0.053815	0.0375841	0.0236646	0.0202952	0.0163561	0.0237272	0.0200294	0.0200584	0.0226681	0.0664227	0.042415	0.0387931	0.0353031	0.0308801	0.0234619	0.0345188	0.0362416	0.0433476	0.0474339	0.0379487	0.0364039	0.0309641	0.0292744	0.0291137	0.0354351	0.0380952	0.0521683	0.0500602	0.0668047	0.0741942	0.0789086	0.0788857	0.0783333	0.073494	0.0788395	0.09395	0.0985244	
Mallard x American Black Duck (hybrid)	0.0200763	0.0138738	0.0181252	0.022856	0.0135334	0.0188732	0.0142045	0.0129236	0.0143554	0.0146038	0.0139566	0.0100435	0.009355	0.0079784	0.0075119	0.0049638	0.0051069	0.0035573	0.0047712	0.0058624	0.0039403	0.0076423	0.0064655	0.009977	0.0082347	0.0072993	0.0078452	0.0080537	0.0077253	0.0128305	0.0095726	0.0076428	0.006099	0.0055675	0.0056297	0.0053413	0.0038402	0.0049608	0.0055049	0.0067633	0.0064893	0.0056539	0.0039052	0.01125	0.0075301	0.0113529	0.0104712	0.0127128	
Mallard/American Black Duck	0.0020076	0.0024483	0.001416	0.0014159	0.001471	0.0016901	0.0015496	0.0011488	0.0014355	0.001197	8.861E-4	0.0010493	9.847E-4	9.466E-4	0.0010543	6.51E-4	7.071E-4	2.32E-4	4.869E-4	2.606E-4	2.815E-4	0.0019106	4.31E-4	7.675E-4	0.0	0.0010428	0.0020921	0.0016779	0.0025751	0.0011664	0.0061538	0.0020113	0.001642	0.0019756	0.0012868	0.0024752	0.0010753	0.0011202	6.881E-4	0.0016563	0.0025957	0.0014749	0.0018224	0.001875	9.036E-4	0.0015768	0.0014543	9.081E-4	
Northern Pintail	0.0244931	0.0152339	0.011045	0.006877	0.0067667	0.0059155	0.0067149	0.0071798	0.008039	0.0028729	0.0046522	0.004647	0.001313	0.001217	0.0011861	0.0	7.86E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	5.147E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098118	0.0	7.68E-4	0.0019203	0.0043007	0.0077295	0.0067056	0.0076205	0.0091122	0.0108333	0.0129518	0.0059918	0.0084351	0.0145289	
Green-winged Teal	0.0299137	0.0410773	0.0254885	0.0277104	0.0188291	0.0183099	0.0152376	0.0281447	0.0226816	0.0208283	0.0188303	0.0248838	0.0198589	0.0223124	0.0234581	0.0221336	0.0071496	1.547E-4	9.74E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013675	0.0036203	0.0039878	0.0104167	0.0278269	0.0294424	0.0456221	0.0390462	0.0342336	0.0425121	0.0538611	0.0331858	0.0213486	0.0264583	0.0222892	0.0182908	0.0215241	0.0263337	
Anas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.023E-4	0.0	0.0	0.0	0.0	0.0	1.6E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
teal sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
dabbling duck sp.	0.0	0.0	0.0	2.023E-4	0.0	2.817E-4	0.0	5.744E-4	2.871E-4	9.576E-4	6.646E-4	2.998E-4	3.282E-4	4.057E-4	0.0	0.0	2.357E-4	2.32E-4	9.74E-5	1.303E-4	0.0	0.0	0.0	0.0	0.0	5.214E-4	0.0	3.356E-4	0.0	7.776E-4	3.419E-4	0.0	4.692E-4	1.796E-4	4.825E-4	5.211E-4	0.0	3.201E-4	5.161E-4	9.662E-4	0.0	0.0	7.81E-4	0.0	3.012E-4	0.0	5.817E-4	0.0	
Canvasback	0.0058221	0.0043526	0.0045313	0.0078883	0.0061783	0.0047887	0.0061983	0.0066054	0.0028711	0.0067034	0.0073106	0.0010493	1.641E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0014583	6.024E-4	9.461E-4	0.0017452	0.0024972	
Redhead	0.0281068	0.0138738	0.0099122	0.0086974	0.0047073	0.0059155	0.0108471	0.006031	0.010623	0.0074216	0.0022153	0.0	1.641E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25E-4	0.0015	0.0	0.0037813	0.0124858	
Ring-necked Duck	0.0216824	0.0201306	0.0555084	0.0190129	0.0061783	0.0084507	0.0028409	0.0114877	0.0094746	0.0148432	0.0126274	0.0170889	0.0136222	0.0036511	0.0	8.14E-5	7.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.608E-4	5.211E-4	0.0	0.0	1.72E-4	0.0017943	0.0010815	0.0105703	0.0091122	0.0135417	0.0138554	0.0113529	0.0101803	0.0208854	
Tufted Duck	0.0010038	2.72E-4	2.832E-4	0.0	2.942E-4	2.817E-4	0.0	2.872E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.307E-4	2.909E-4	4.54E-4	
Greater Scaup	0.0050191	0.0106094	0.0042481	0.0084951	0.0126508	0.0160563	0.009814	0.0037335	0.0083262	0.0102945	0.0053168	0.0023984	3.282E-4	4.057E-4	0.0	8.14E-5	7.86E-5	7.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021631	2.458E-4	0.0010414	0.0010417	6.024E-4	0.004415	0.0061082	0.0061294	
Lesser Scaup	0.0106404	0.0097933	0.0198244	0.0086974	0.0064725	0.0050704	0.0046488	0.0037335	0.0028711	0.0028729	0.0057599	0.0065957	0.0037748	5.409E-4	0.0014497	8.137E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031746	0.0023794	7.375E-4	0.0023431	0.0045833	0.0087349	0.0059918	0.0055265	0.0120318	
Greater/Lesser Scaup	0.0056214	0.0027203	0.0067969	0.003843	0.0038247	0.0014085	0.0030992	0.0028719	0.0017227	0.0033517	0.0037661	0.0023984	0.0014771	0.0	1.318E-4	8.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441E-4	9.662E-4	0.0021631	0.0014749	0.0015621	0.0025	0.0027108	0.0015768	0.0029087	0.0047673	
Aythya sp.	4.015E-4	0.0	2.832E-4	0.0	0.0	2.817E-4	0.0	0.0	0.0	2.394E-4	0.0	0.0	1.641E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38E-4	6.489E-4	4.916E-4	0.0	4.167E-4	0.0	0.0	0.0	0.0	
King Eider	0.0	0.0	2.832E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Eider	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.603E-4	0.0015	0.0	0.0	0.0	0.0	
Harlequin Duck	0.0	0.0	0.0	0.0	0.0	0.0	2.583E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Surf Scoter	0.0	0.0	0.0	0.0	0.0	2.817E-4	0.0	0.0	0.0	0.0	0.0	1.499E-4	3.282E-4	0.0	0.0	0.0	0.0	7.73E-5	9.74E-5	0.0	0.0	0.0	0.0	3.837E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.303E-4	0.0	3.201E-4	6.881E-4	0.0011042	0.0	0.0	2.603E-4	4.167E-4	0.0	0.0	0.0	0.0015	
White-winged Scoter	0.0	0.0	0.0015	0.0	2.942E-4	0.0	0.0	0.0	0.0017227	0.0043093	0.0019938	0.0015	1.641E-4	0.0	0.0	0.0	7.86E-5	0.0	9.74E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.536E-4	0.0	5.161E-4	5.521E-4	0.0010815	0.002704	0.0026035	0.00125	3.012E-4	3.154E-4	0.0	4.54E-4	
Black Scoter	0.0	0.0	0.0	0.0	2.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.815E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6E-4	0.0	0.0022084	0.0012979	7.375E-4	0.0028638	0.0010417	0.0	0.0	0.0	2.27E-4	
Surf/Black Scoter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.303E-4	1.536E-4	1.6E-4	0.0	2.761E-4	0.0	0.0	2.603E-4	0.0	0.0	0.0	0.0	0.0	
scoter sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.303E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6E-4	0.0	1.38E-4	0.0	7.375E-4	5.207E-4	0.0	0.0	0.0	0.0	0.0	
