









Frequency of observations in the selected location(s).:
Number of taxa: 	666

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Clapper Rail	3.911E-4	0.001666	0.0013954	0.0020939	0.0010118	0.0015	1.715E-4	5.173E-4	5.495E-4	0.0015	0.0010693	3.55E-4	0.001385	0.0020414	0.008009	0.0116602	0.0170373	0.0192105	0.0313005	0.0348501	0.0396166	0.0405236	0.036805	0.0359575	0.0354095	0.0292654	0.0319482	0.034106	0.0298537	0.029699	0.0301615	0.0207951	0.0137091	0.0089662	0.0047741	0.0057927	0.008919	0.0072131	0.0016617	0.0029012	9.526E-4	0.001206	8.793E-4	6.971E-4	2.079E-4	2.198E-4	0.0014449	0.0013234	
King x Clapper Rail (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	5.379E-4	1.958E-4	3.168E-4	7.263E-4	9.954E-4	2.088E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
King/Clapper Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.586E-4	1.958E-4	1.584E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.946E-4	1.223E-4	3.046E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
large rail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.782E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.111E-4	1.242E-4	9.96E-5	0.0	1.793E-4	1.958E-4	0.0	0.0	0.0	0.0	0.0	1.951E-4	0.0	0.0	1.223E-4	0.0	1.758E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0023467	0.0046136	0.0039325	0.0026449	0.0038786	0.001307	6.003E-4	0.0012071	0.0025641	0.0024372	0.0023169	0.0029582	0.0041551	0.0067075	0.0053393	0.0059906	0.007523	0.0052776	0.0055894	0.0050782	0.0044728	0.0080689	0.0041112	0.0036433	0.0032686	0.0041808	0.004385	0.0017717	0.0033171	9.966E-4	9.73E-4	0.0011009	9.139E-4	7.032E-4	7.345E-4	6.098E-4	0.0012487	0.0016393	0.002031	0.0015825	0.0011431	8.04E-4	0.001319	0.0015335	0.0018711	0.0032967	0.0086691	0.0034975	
Rallus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.836E-4	0.0	3.568E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Corn Crake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007049	0.0140704	0.0	0.0	0.0	0.0	0.0	0.0	
Sora	0.0044979	0.0	2.537E-4	2.204E-4	1.686E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.183E-4	0.0	1.458E-4	0.0	1.07E-4	1.106E-4	4.222E-4	2.484E-4	9.96E-5	0.0015	1.793E-4	3.915E-4	0.0	1.816E-4	0.0	0.0	1.476E-4	0.0015	1.993E-4	3.892E-4	4.893E-4	0.0025895	0.0010549	0.0016526	9.146E-4	0.0012487	8.197E-4	5.539E-4	1.319E-4	0.0015	2.01E-4	0.0	0.0	0.0	0.0	0.0	7.562E-4	
Common Gallinule	3.911E-4	2.563E-4	0.001776	0.0014327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.431E-4	2.139E-4	0.0	0.0	1.242E-4	0.0	1.597E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.838E-4	0.0	0.0	0.0021097	5.509E-4	0.0010671	7.135E-4	0.0029508	7.386E-4	0.0	0.0015	2.01E-4	2.198E-4	0.0037641	4.158E-4	4.396E-4	0.0011238	0.0	
American Coot	0.0620905	0.0595925	0.0476976	0.0436412	0.0369309	0.0222193	0.0194683	0.0312123	0.0269231	0.0326209	0.020139	0.0198793	0.0175439	0.0141441	0.0101166	0.0039581	0.0011063	4.222E-4	0.0015	2.987E-4	6.39E-4	0.0	0.0	0.0	1.816E-4	0.0	2.088E-4	0.0	0.0	0.0015	1.946E-4	1.223E-4	0.0015	0.0	5.509E-4	0.001372	0.0024973	0.0068852	0.0099705	0.0143743	0.023433	0.0367839	0.0340734	0.0383382	0.0488565	0.0437363	0.042864	0.0304377	
Purple Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0011088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014771	0.0	0.0024767	0.001809	0.0	0.0	0.0	0.0	0.0	0.0	
Azure Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Yellow Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.987E-4	1.597E-4	3.586E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.605E-4	0.0	
rail/crake sp.	9.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.476E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.568E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Sandhill Crane	3.911E-4	0.0015379	0.0016491	7.714E-4	0.003204	3.921E-4	0.0041166	0.0012071	7.326E-4	1.875E-4	0.0015	3.55E-4	0.0010773	0.0017498	2.81E-4	2.139E-4	0.0	0.0	2.484E-4	6.97E-4	0.0019169	5.379E-4	7.831E-4	0.0011088	7.263E-4	5.973E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.693E-4	0.0	0.0	2.01E-4	0.0015	1.394E-4	0.0	0.0	0.0015	0.0015	
Black-necked Stilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0020325	2.213E-4	1.056E-4	0.00236	0.0019914	0.0119808	0.0015	1.958E-4	4.752E-4	0.0	0.0	0.0014617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Avocet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.915E-4	1.584E-4	0.0	0.0	6.264E-4	0.0023623	0.0037073	1.993E-4	0.0044756	0.0078287	0.0033511	0.004571	0.0011017	3.049E-4	7.135E-4	1.639E-4	0.0015	0.0	0.0011431	0.0	0.001319	0.0	0.0	0.0	0.0	0.0	
American Oystercatcher	8.8E-4	2.563E-4	2.537E-4	3.306E-4	0.0	1.307E-4	4.288E-4	0.0029315	0.0062271	0.0148106	0.0422385	0.056443	0.0580179	0.0606591	0.0653365	0.0661104	0.0589667	0.0613257	0.0799901	0.1077367	0.1204473	0.122288	0.1311668	0.1348012	0.1445433	0.1365718	0.150971	0.1399675	0.1172683	0.103249	0.1000195	0.0776758	0.0520944	0.0362166	0.0269923	0.0239329	0.0132001	0.0113115	0.0121861	0.0098905	0.0102877	0.0084422	0.0037371	0.0054371	0.0039501	0.001978	0.0016054	0.0010398	
Black-bellied Plover	0.0138848	0.0107651	0.0093873	0.0103593	0.010118	0.0081035	0.0051458	0.0082773	0.0076923	0.0050619	0.0092675	0.0087564	0.0106187	0.0135608	0.0238865	0.0312366	0.0373935	0.0548871	0.0895541	0.1069402	0.0694888	0.0410615	0.0379796	0.0324727	0.0401307	0.0320526	0.0444769	0.0664403	0.088	0.1142117	0.1399105	0.1252599	0.1162224	0.0752461	0.0672053	0.0884146	0.0720656	0.0816393	0.0736706	0.0887512	0.0904934	0.0711558	0.0483623	0.0354106	0.0278586	0.0202198	0.0260074	0.0160696	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.833E-4	2.81E-4	4.279E-4	2.213E-4	1.056E-4	0.0	0.0015	0.0015974	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	9.966E-4	0.0048648	0.0174924	0.0432597	0.0283052	0.0244216	0.0152439	0.0078487	0.0090164	0.0044313	0.0067256	0.0080015	0.0030151	0.0028578	2.788E-4	2.079E-4	0.0013187	1.605E-4	0.0	
Pacific Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American/Pacific Golden-Plover (Lesser Golden-Plover)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.836E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.223E-4	0.0	1.758E-4	0.0	1.524E-4	0.0	0.0	0.0	1.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer	0.0136893	0.0125593	0.0111633	0.0247961	0.0139966	0.0164684	0.0175815	0.0444904	0.0727106	0.0853018	0.0962395	0.0830671	0.0774084	0.0734908	0.0733455	0.0735986	0.0737913	0.073042	0.0794932	0.0815493	0.1102236	0.0928815	0.094166	0.0920323	0.0993281	0.0935696	0.1000209	0.1036468	0.0950244	0.0954754	0.080755	0.1144954	0.1375476	0.0931786	0.0633492	0.064939	0.0585087	0.0563934	0.0614845	0.0662007	0.0556296	0.04	0.0331941	0.0218876	0.0191268	0.0206593	0.020549	0.0162586	
Common Ringed Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.838E-4	0.0066055	0.0031988	7.032E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover	9.78E-5	0.0	0.0	1.102E-4	1.686E-4	0.0	0.0	0.0	0.0	1.875E-4	1.782E-4	1.183E-4	4.617E-4	7.291E-4	2.81E-4	0.0034232	0.0133864	0.0337767	0.0633462	0.0697003	0.0527157	0.0276134	0.0150744	0.0120387	0.0237879	0.0422059	0.0960535	0.1759929	0.2130732	0.2188559	0.2265032	0.2097859	0.1925362	0.1179677	0.081895	0.0713415	0.052087	0.0411475	0.0302806	0.0213636	0.0116213	0.0050251	0.0041767	0.0030671	6.237E-4	2.198E-4	4.816E-4	9.45E-5	
Common Ringed/Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.993E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Piping Plover	0.0	0.0	0.0	0.0	1.686E-4	0.0	0.0	1.724E-4	0.0012821	0.0028121	0.0121191	0.0260324	0.0264697	0.0278507	0.0269777	0.0375481	0.0350703	0.044543	0.0589989	0.0924027	0.1007987	0.0975435	0.1076742	0.0990021	0.098057	0.1136771	0.113176	0.1173778	0.0920976	0.066773	0.0616852	0.0459939	0.0289414	0.0126582	0.0084466	0.0059451	0.0019622	0.0018033	0.002031	9.231E-4	5.715E-4	0.0	0.0	1.394E-4	2.079E-4	0.0	1.605E-4	2.836E-4	
Northern Lapwing	0.0	0.0	0.0	0.0105797	0.003204	0.003529	0.0028302	0.0043111	0.0021978	0.0015	1.782E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040201	0.0	0.0	0.0	0.0	0.0040135	0.0	
Wilson's Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	2.139E-4	2.213E-4	1.056E-4	0.0045957	9.96E-5	0.0015	0.0015	1.958E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
small plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.523E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0047707	0.002333	4.215E-4	1.07E-4	0.0015	1.056E-4	2.484E-4	2.987E-4	0.0015	0.0	1.958E-4	0.0015	1.816E-4	0.0015	0.0	5.906E-4	3.902E-4	0.0011959	0.0013621	7.339E-4	0.0059406	0.0015	9.181E-4	3.049E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.539E-4	0.0011665	4.215E-4	0.0028883	0.0011063	0.0013722	0.0017389	0.0029872	0.0017572	0.0010758	7.831E-4	7.92E-4	0.0045397	0.0139359	0.0302777	0.0468035	0.0302439	0.0324895	0.0336641	0.0285015	0.0246763	0.0154712	0.0124862	0.0088415	0.0042811	0.0016393	3.693E-4	0.0	1.905E-4	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	
Long-billed Curlew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bar-tailed Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.991E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0064732	0.0131404	0.0056585	0.0013953	3.892E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.386E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-tailed Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.695E-4	4.374E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	1.597E-4	0.0	0.0	0.0	1.816E-4	9.954E-4	8.352E-4	4.429E-4	0.0011707	1.993E-4	7.784E-4	0.0070948	0.0077685	0.0019339	0.0022035	0.003811	0.0060649	0.0021311	3.693E-4	2.637E-4	0.0127643	0.0078392	0.0015388	6.971E-4	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.539E-4	0.0	0.0	0.0	0.0	0.0	0.0	9.96E-5	3.195E-4	0.0	1.958E-4	4.752E-4	0.0	3.982E-4	4.176E-4	0.0022147	0.0115122	0.0145505	0.0180969	0.0216514	0.0167555	0.0056259	0.0023871	0.0028963	7.135E-4	4.918E-4	0.0	2.637E-4	1.905E-4	0.0	2.198E-4	0.0	2.079E-4	0.0	0.0	0.0	
godwit sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.223E-4	0.0	1.758E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher	0.0	1.282E-4	0.0	0.0	0.0	0.0	0.0	1.724E-4	1.832E-4	5.624E-4	1.782E-4	0.0	0.0015	5.833E-4	0.0043558	0.0035302	0.009625	0.0180494	0.0305552	0.0357463	0.0238019	0.0204411	0.0221222	0.0261365	0.0680952	0.1045192	0.1344748	0.1321423	0.1127805	0.0956747	0.0949601	0.075107	0.0594059	0.0263713	0.0168931	0.0160061	0.0080271	0.0060656	0.0053545	0.0023737	0.0022861	2.01E-4	2.198E-4	1.394E-4	2.079E-4	4.396E-4	0.0016054	9.45E-5	
Long-billed Dowitcher	0.0026401	0.0011534	0.0011417	0.0013225	8.432E-4	0.0015	4.288E-4	0.0015	1.832E-4	0.0	5.347E-4	0.0	0.0015	0.0	2.81E-4	0.0	0.0	0.0	1.242E-4	0.0	0.0015	0.0	3.915E-4	3.168E-4	0.0015	1.991E-4	0.0018793	1.476E-4	9.756E-4	1.993E-4	0.0013621	4.893E-4	0.0050267	0.004571	0.005325	0.0056402	0.0026757	0.0016393	0.0027696	0.0044837	0.0104782	0.0092462	0.0061552	0.0019518	0.0016632	0.0013187	0.0051373	0.0012288	
Short-billed/Long-billed Dowitcher	0.0	0.0	1.269E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.875E-4	0.0	0.0	1.539E-4	2.916E-4	0.0018266	6.418E-4	0.0011063	4.222E-4	4.968E-4	4.979E-4	0.0015974	5.379E-4	1.958E-4	4.752E-4	5.448E-4	0.0013936	0.0031322	0.0033958	0.0037073	0.0019932	0.0021405	7.339E-4	0.0030465	8.79E-4	0.0016526	0.0022866	0.0021406	9.836E-4	0.0016617	0.0022419	0.0038102	0.001608	0.0017586	2.788E-4	2.079E-4	2.198E-4	0.0015	0.0	
American Woodcock	9.778E-4	0.0014097	0.0015223	0.0018735	0.0021922	0.0033982	0.0035163	0.0117262	0.0230769	0.0307462	0.0226341	0.0102946	0.0080025	0.0027705	0.0012646	0.0018186	0.0017701	0.0014777	0.0039747	0.0021906	9.585E-4	0.0014345	0.0023493	0.0022176	0.0016343	0.0013936	0.0022969	0.0015	0.0011707	3.986E-4	3.892E-4	9.786E-4	1.523E-4	0.0015	5.509E-4	7.622E-4	8.919E-4	8.197E-4	0.0014771	0.0019781	9.526E-4	6.03E-4	0.0024181	0.0015335	0.0014553	0.0013187	0.0044951	0.0025522	
Wilson's Snipe	0.0035201	0.0116622	0.0088799	0.0106899	0.0091062	0.0056202	0.0049743	0.0060355	0.0045788	0.0058118	0.004812	0.0076914	0.0109264	0.0077282	0.007728	0.0059906	0.0023233	8.444E-4	1.242E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.088E-4	2.953E-4	0.0	1.993E-4	3.892E-4	0.0017125	0.0015232	1.758E-4	0.0020198	0.0035061	0.0019622	0.0042623	0.0053545	0.0064618	0.0064774	0.0056281	0.0054957	0.0036247	0.0024948	0.003956	0.0057794	0.0036865	
Common/Wilson's Snipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.458E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.056E-4	4.968E-4	0.0012944	0.00623	0.0017931	0.0	0.0	0.0	0.0	0.0014617	1.476E-4	7.805E-4	0.0021925	0.0015567	0.0020795	7.616E-4	0.0015823	1.836E-4	1.524E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Phalarope	0.0	0.0	1.269E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	1.539E-4	0.0015	0.0	0.0	0.0	4.222E-4	2.484E-4	0.0032859	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	2.953E-4	0.0	1.993E-4	0.0	0.0	0.0	1.758E-4	0.0	0.0	1.784E-4	0.0	0.0015	0.0	1.905E-4	0.0	0.0	0.0	0.0014553	0.0	3.211E-4	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62E-4	6.418E-4	0.0	3.167E-4	6.21E-4	0.0024893	0.0084665	0.0010758	3.915E-4	9.504E-4	1.816E-4	0.0	0.0	2.953E-4	1.951E-4	0.0023919	0.0029189	0.0028135	0.0024372	0.0010549	0.0022035	1.524E-4	1.784E-4	1.639E-4	0.0	1.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red/Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.539E-4	0.0	0.0	0.0	0.0	2.111E-4	0.0	0.0	1.597E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.476E-4	0.0	1.993E-4	1.946E-4	0.0	1.523E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
phalarope sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.056E-4	0.0	9.96E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.951E-4	0.0	3.892E-4	0.0	1.523E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	1.956E-4	1.282E-4	2.537E-4	0.0015	3.373E-4	2.614E-4	1.715E-4	0.0015	0.0015	0.0015	0.0	3.55E-4	3.078E-4	4.374E-4	0.0011241	0.0072743	0.026441	0.0382098	0.0511738	0.0302698	0.0180511	0.0215169	0.0221222	0.0250277	0.0461231	0.0694804	0.1016914	0.1256459	0.1389268	0.1377317	0.1360187	0.1093578	0.07738	0.0518636	0.0290121	0.0193598	0.0117731	0.0031148	0.0042467	0.0014506	5.715E-4	8.04E-4	0.0015	2.788E-4	0.0	2.198E-4	1.605E-4	2.836E-4	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.025E-4	0.0057766	0.0183649	0.0227992	0.0111787	0.0019914	0.0	0.0	0.0	0.0	7.263E-4	0.0017918	0.0064732	0.0165362	0.0206829	0.0259119	0.0256859	0.0286239	0.0330541	0.0302391	0.0194638	0.0160061	0.0124866	0.0077049	0.0044313	0.0013187	1.905E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	9.78E-5	0.0	0.0	2.204E-4	0.0	0.0	0.0	1.724E-4	0.0	0.0	0.0015	0.0011833	0.0036934	0.0129775	0.0373753	0.037976	0.0384998	0.0324045	0.0171407	0.0058747	0.0044728	0.0014345	0.0023493	0.0058609	0.021972	0.0400159	0.0655669	0.0711649	0.0721951	0.0825194	0.0863981	0.0765749	0.07738	0.0409634	0.0229526	0.0245427	0.0149839	0.0167213	0.0090473	0.0080443	0.0085731	0.001809	0.0019785	8.365E-4	2.079E-4	0.0	1.605E-4	9.45E-5	
